UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
458405,78,86,62,100,100,100,100,72,85,89,75,67,,0,,,,,,,,,,,,,,,,,22,,,,83,
458441,13,20,8,,,,,14,,0,0,,,0,,,,,,,,,,,,,,,,,9,,100,,25,
458681,44,61,36,,100,100,,34,25,55,40,,,0,,,,,,,,,,,,,,,,,44,,33,,100,
458803,67,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,65,,75,,100,
458812,72,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,66,,75,,90,
458821,41,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,40,,,,100,
458830,63,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,61,,75,,80,
458858,43,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,39,,60,,67,
458867,29,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,27,,50,,50,
458919,21,17,25,0,,,,29,,0,,100,0,50,25,25,25,17,33,0,,,,33,,0,,100,0,50,25,29,,,17,20
458955,0,,0,,,,,0,,,,,,,0,0,0,,0,,,,,0,,,,,,,0,0,,,,
458964,17,0,20,,,,,50,,0,,,,33,0,0,0,0,0,,,,,0,,0,,,,40,25,0,,,0,0
458973,25,0,50,,100,100,,0,,0,0,,,25,25,25,25,0,50,,100,100,,0,,0,0,,,25,50,50,,,0,0
459019,24,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,24,,,,,
459046,44,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,45,,50,,0,
459055,60,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,58,,,,100,
459064,48,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,47,,67,,40,
459116,53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,60,,,,47,
459170,80,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,76,,83,,100,
459198,84,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,82,,100,,85,
459204,73,69,74,67,75,75,80,56,77,84,56,71,0,0,63,63,63,,63,,60,67,50,,,,0,100,,,72,67,79,75,72,0
459213,64,64,64,50,63,66,36,48,69,63,68,63,,,,,,,,,,,,,,,,,,,67,,76,,56,
459231,78,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,73,,73,,84,
459259,42,50,38,,,,,0,67,55,,,,5,22,33,33,50,29,,,,,0,50,67,,,,11,13,20,71,50,50,50
459268,8,0,10,,0,0,,17,0,0,,,,,10,10,10,0,13,,,,,17,0,0,,,,,0,0,100,100,0,0
459277,84,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,78,,88,,89,
459286,85,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,91,,50,,,
459295,66,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,71,,100,,25,
459301,53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,46,,100,,50,
459329,71,68,77,,100,100,,54,68,75,69,,0,0,,,,,,,,,,,,,,,,,69,,,,74,
459347,67,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,56,,100,,75,
459374,97,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,80,
459392,81,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,72,
459408,70,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,55,,,,78,
459426,77,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,68,,100,,56,
459514,82,75,83,,,,,80,87,83,0,,,0,,,,,,,,,,,,,,,,,88,,44,,,
459523,86,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,86,,,,,
459532,100,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,,,100,
459541,30,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,43,
459550,59,100,58,,50,33,100,50,100,59,36,100,,0,,,,,,,,,,,,,,,,,37,,,,68,
459578,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,50,
459727,29,0,35,,,,,20,0,42,0,0,,19,29,29,29,0,35,,,,,20,0,42,0,0,,19,25,25,0,0,50,50
459842,72,50,75,,,,,50,89,50,,100,,,60,70,70,50,75,,,,,0,83,100,,100,,,79,75,50,50,,
459851,42,17,47,0,100,100,,29,75,63,,25,,,57,57,57,50,60,,100,100,,33,100,50,,,,,42,60,67,50,0,
459949,40,33,45,0,75,75,,28,42,37,17,,67,34,17,35,40,33,45,0,75,75,,28,42,37,17,,67,34,37,37,49,49,43,43
459958,67,68,67,100,33,,33,40,85,75,67,,,0,,,,,,,,,,,,,,,,,65,,88,,78,
459967,68,71,66,,100,,100,100,68,66,,100,,2,,,,,,,,,,,,,,,,,67,,82,,72,
459985,60,69,50,100,,,,60,60,61,0,100,,4,,,,,,,,,,,,,,,,,60,,69,,67,
459994,14,0,22,,,,,0,100,0,,,,57,8,8,8,0,11,,,,,0,50,0,,,,54,0,0,,,40,25
460011,80,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,71,,100,,100,
460020,43,62,36,,0,,0,42,100,56,0,,,0,,,,,,,,,,,,,,,,,43,,75,,0,
460093,78,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,79,,,,67,
460109,57,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,59,,60,,25,
460118,61,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,61,,0,,100,
460127,60,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,52,,100,,86,
460136,71,67,71,100,72,71,100,55,76,68,70,100,100,0,,,,,,,,,,,,,,,,,65,,82,,75,
460145,61,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,61,,57,,,
460172,69,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,64,,100,,79,
460181,60,47,62,71,63,63,,47,80,82,,60,,0,,,,,,,,,,,,,,,,,61,,56,,55,
460190,69,70,69,20,100,100,100,63,74,78,100,66,100,0,,,,,,,,,,,,,,,,,68,,85,,59,
460206,69,60,71,100,83,100,67,67,74,72,,64,,0,,,,,,,,,,,,,,,,,65,,85,,73,
460349,0,,0,,0,0,,0,,,,,,50,0,0,0,,0,,0,0,,0,,,,,,50,0,0,,,0,0
460394,34,27,39,,54,52,100,28,32,53,28,33,0,6,,,,,,,,,,,,,,,,,38,,,,28,
460464,42,39,45,0,55,55,50,44,36,53,47,,0,9,,,,,,,,,,,,,,,,,41,,,,42,
460482,65,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,73,,60,,17,
460534,54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,54,,56,,54,
460543,75,75,79,75,71,76,50,55,80,77,67,79,,0,,,,,,,,,,,,,,,,,72,,80,,80,
460677,61,60,61,,,,,,61,,,,,0,,,,,,,,,,,,,,,,,61,,,,,
460701,76,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,78,,100,,60,
460756,84,80,84,,86,89,82,50,78,67,92,75,78,0,,,,,,,,,,,,,,,,,100,,100,,30,
460765,72,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,56,
460808,63,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,100,,,,0,
460817,75,79,57,,71,67,100,74,71,76,67,100,,0,,,,,,,,,,,,,,,,,24,,100,,83,
460826,59,71,40,100,100,100,,56,100,76,40,50,,0,,,,,,,,,,,,,,,,,16,,100,,84,
460835,78,90,52,,,,,77,71,83,40,100,,0,,,,,,,,,,,,,,,,,20,,100,,93,
460862,77,100,76,100,0,0,,,100,79,100,67,,0,,,,,,,,,,,,,,,,,63,,100,,78,
460871,100,,100,,,,,100,,,,,,,100,100,100,,100,,,,,100,,,,,,,100,100,,,,
460914,90,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,88,,95,,89,
460932,93,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,98,,100,,72,
460969,72,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,70,,100,,73,
460978,74,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,74,,92,,56,
460987,90,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,88,,92,,94,
460996,92,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,86,,100,,96,
461014,32,27,32,50,25,25,,34,80,20,,20,,0,,,,,,,,,,,,,,,,,33,,46,,8,
461023,33,15,35,,0,0,,0,8,28,,44,,,0,15,19,13,22,,,,,0,0,0,,42,,,28,19,57,33,43,0
461032,0,0,0,,,,,0,0,0,,0,,,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0
461087,97,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,,,95,
461111,69,71,50,,,,,50,67,80,,100,,0,,,,,,,,,,,,,,,,,60,,,,83,
461148,68,63,74,,0,0,,60,70,86,25,66,70,4,68,68,68,63,74,,0,0,,60,70,86,25,66,70,4,68,68,83,83,66,66
461175,62,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,27,,,,66,
461193,76,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,67,,80,,92,
461218,76,83,76,,88,88,,72,74,82,,,,0,,,,,,,,,,,,,,,,,76,,,,100,
461245,81,82,80,100,100,100,,71,100,89,0,,,0,,,,,,,,,,,,,,,,,60,,,,86,
461254,86,77,91,,,,,,82,83,100,,,0,,,,,,,,,,,,,,,,,91,,100,,0,
461263,75,100,67,,,,,,50,100,,,,,,,,,,,,,,,,,,,,,86,,,,0,
461272,90,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,83,,100,,100,
461306,12,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,0,,20,
461315,11,0,20,50,0,0,,,,0,0,,,0,,,,,,,,,,,,,,,,,11,,,,,
461333,92,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,92,
461342,68,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,69,,68,,,
461379,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,,,
461388,59,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,57,,67,,,
461421,59,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,50,,75,,70,
461494,72,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,74,,50,,75,
461500,75,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,,,73,
461528,80,67,100,,,,,100,0,100,,,,,0,0,0,0,,,,,,,0,0,,,,,0,0,,,100,0
461537,81,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,81,,,,,
461555,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,84,,92,,100,
461573,72,72,50,100,100,100,,68,50,75,,,,0,,,,,,,,,,,,,,,,,69,,83,,72,
461582,86,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,81,,100,,93,
461607,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,86,,100,,100,
461625,91,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,90,,,,100,
461652,89,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,85,,75,,100,
461689,72,63,73,,100,100,100,56,72,80,82,,,0,,,,,,,,,,,,,,,,,71,,65,,76,
461704,79,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,73,,33,,90,
461713,91,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,75,
461722,83,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,,,82,
461740,89,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,89,,,,,
461759,14,7,23,,,,,15,0,0,,,,,3,5,8,0,19,,,,,8,0,0,,,,,18,11,,,0,0
461768,58,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,58,,100,,50,
461786,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,33,
461795,32,21,64,,,,,8,41,0,0,0,62,,18,30,32,21,64,,,,,8,41,0,0,0,62,,26,26,50,50,40,40
461810,97,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,97,,,,,
461829,62,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,91,,0,,100,
461838,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,97,,93,,77,
461847,40,40,,,,,,,,40,,,,60,40,40,40,40,,,,,,,,40,,,,60,,,,,40,40
461856,87,87,86,100,88,87,100,83,90,83,91,,,0,,,,,,,,,,,,,,,,,100,,100,,0,
461865,64,60,64,,100,100,,63,100,,,,,0,,,,,,,,,,,,,,,,,87,,0,,0,
461874,86,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,82,,100,,100,
461883,100,100,100,,,,,,,,,,100,,0,100,100,100,100,,,,,,,,,,100,,,,,,100,100
461892,93,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,93,,,,,
461908,70,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,50,,100,,100,
461917,67,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,52,,88,,83,
461926,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,80,,100,,95,
461944,78,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,65,,100,,100,
461953,50,0,60,,,,,,0,75,,0,,0,,,,,,,,,,,,,,,,,0,,,,60,
461962,90,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,95,,82,,,
461999,65,100,63,100,100,100,,56,80,63,100,,,0,,,,,,,,,,,,,,,,,57,,50,,76,
462008,93,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,83,,100,,100,
462017,68,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,59,,86,,92,
462035,71,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,85,,100,,39,
462053,74,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,69,,85,,,
462062,94,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,89,,100,,100,
462071,54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,46,,40,,71,
462336,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,92,,50,,89,
462354,64,59,71,,80,80,,25,69,59,100,60,100,,63,64,64,59,71,,80,80,,25,69,59,100,60,100,,53,53,65,65,74,74
463056,65,62,69,0,75,75,,57,50,67,67,100,67,17,45,59,65,62,69,0,75,75,,57,50,67,67,100,67,17,60,60,71,71,68,68
464226,18,24,13,0,33,33,,7,33,14,,33,25,,14,18,18,24,13,0,33,33,,7,33,14,,33,25,,16,16,18,18,22,22
466921,100,,100,,,,,100,,100,,,,,100,100,100,,100,,,,,100,,100,,,,,100,100,100,100,,
466930,25,50,0,,100,100,,,,0,,0,,75,25,25,25,50,0,,100,100,,,,0,,0,,75,0,0,33,33,,
467094,82,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,77,,91,,93,
467863,69,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,58,,100,,100,
467872,75,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,68,,100,,91,
467906,79,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,71,,100,,100,
468246,68,73,68,100,71,100,67,50,65,69,62,100,,0,,,,,,,,,,,,,,,,,69,,50,,76,
468255,82,100,81,,100,100,,100,100,73,100,,,0,,,,,,,,,,,,,,,,,75,,100,,83,
468769,81,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,83,,75,,76,
468848,69,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,68,,78,,72,
468893,76,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,67,,100,,100,
468909,63,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,62,,78,,89,
468963,74,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,77,,86,,42,
469416,59,63,44,,,,,,59,,,,,,0,8,26,30,11,,,,,,26,,,,,,61,25,,,33,33
469610,83,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,82,,100,,,
469629,73,75,62,85,50,100,33,55,67,79,,25,,0,,,,,,,,,,,,,,,,,74,,56,,,
469911,55,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,64,,43,,15,
470038,71,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,69,,90,,84,
470047,100,100,100,,,,,,,100,100,,,0,,,,,,,,,,,,,,,,,100,,,,,
470296,86,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,93,,,,67,
470393,53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,42,,100,,50,
474863,21,0,24,,0,0,,0,30,0,50,,,21,17,17,17,0,18,,0,0,,0,17,0,100,,,17,13,10,50,50,100,
474915,80,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,98,,0,
474924,86,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,25,
475015,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,77,,,,96,
475024,54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,49,,75,,77,
475060,13,0,14,,,,,16,,0,,,,0,,,,,,,,,,,,,,,,,14,,,,0,
475121,7,7,7,0,0,0,0,9,14,4,0,0,,1,5,5,6,5,6,0,0,0,0,7,13,4,,0,,0,7,6,17,0,4,6
475176,82,84,79,100,69,80,33,64,85,77,100,60,,0,,,,,,,,,,,,,,,,,80,,86,,84,
475282,71,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,60,,100,,67,
475325,58,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,54,,77,,90,
475398,100,100,100,,100,100,,,100,100,,100,,,15,100,100,100,100,,100,100,,,100,100,,100,,,,,,,100,100
475404,98,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,97,,100,,100,
475431,98,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,98,
475468,80,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,75,,100,,,
475486,62,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,59,,70,,65,
475547,81,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,74,,100,,81,
475556,14,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,23,,,,0,
475565,23,23,23,,24,24,,24,20,31,30,,43,19,,,,,,,,,,,,,,,,,21,,0,,28,
475574,33,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,33,,,,,
475608,50,60,33,,,,,,33,60,,,,,0,38,50,60,33,,,,,,33,60,,,,,40,40,100,100,50,50
475653,50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,33,,,,100,
475662,100,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,100,
475714,53,54,45,,,,,100,49,67,,100,,,,,,,,,,,,,,,,,,,25,,0,,55,
475723,81,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,,,80,
475732,50,100,0,,,,,50,,,,,,,50,50,50,100,0,,,,,50,,,,,,,50,50,,,,
475741,0,,0,,,,,0,,0,,,,50,0,0,0,,0,,,,,0,,0,,,,50,0,0,,,0,0
475839,40,43,38,,,,,25,100,33,0,50,,,,,,,,,,,,,,,,,,,27,,50,,100,
476063,73,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,70,,68,,81,
476179,37,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,34,,0,,100,
476230,69,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,70,,75,,60,
476489,63,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,83,,,,24,
476498,89,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,93,,,,81,
476540,90,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,83,,100,,100,
476559,100,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,100,
476568,46,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,57,,0,,0,
476595,81,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,91,,25,,,
476601,32,32,,,,,,,,32,,,,68,32,32,32,32,,,,,,,,32,,,,68,36,36,,,25,25
476610,77,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,45,,,
476629,61,50,61,,0,0,,,38,71,0,0,,0,,,,,,,,,,,,,,,,,59,,71,,50,
476683,52,25,54,,100,100,,51,33,67,25,,,0,,,,,,,,,,,,,,,,,52,,60,,,
476692,67,67,,,,,,,,67,,,,33,0,0,17,17,,,,,,,,17,,,,33,100,0,,,50,25
476708,59,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,55,,60,,80,
476717,59,59,,,,,,,,59,,,0,7,0,55,59,59,,,,,,,,59,,,0,7,62,62,,,23,23
476726,72,73,71,,,,,100,72,100,,,,0,,,,,,,,,,,,,,,,,71,,73,,72,
476735,50,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,74,,67,,0,
476753,82,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,75,,100,,92,
476780,90,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,87,,,,100,
476799,73,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,87,,88,,63,
476805,81,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,74,,100,,100,
476841,75,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,70,,75,,93,
476850,51,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,48,,62,,43,
476869,94,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,38,
476878,94,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,94,,97,,50,
476887,67,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,73,,67,,57,
476896,53,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,48,,75,,63,
476902,60,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,62,,50,,60,
476939,89,81,90,,50,50,,75,92,57,,100,,0,,,,,,,,,,,,,,,,,90,,91,,83,
476984,76,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,76,,67,,80,
476993,92,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,91,,94,,92,
477002,86,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,86,,,,,
477039,11,100,0,,,,,,14,0,0,,,,11,11,11,100,0,,,,,,14,0,0,,,,13,13,0,0,,
477233,57,58,57,,,,,,67,59,33,50,,0,,,,,,,,,,,,,,,,,71,,47,,54,
478582,40,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,39,,0,,100,
478591,83,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,83,,91,,77,
478616,32,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,33,,100,,0,
478917,86,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,82,,,,88,
478953,74,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,62,,100,,82,
479062,95,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,89,
479424,63,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,63,,72,,56,
479956,34,39,31,,50,50,,0,29,27,40,0,70,1,20,30,34,37,32,,50,50,,0,29,24,40,0,70,1,21,19,38,33,44,45
479965,100,100,100,,,,,,100,100,,,,0,,,,,,,,,,,,,,,,,100,,,,,
479974,80,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,76,,100,,100,
480000,63,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,80,,75,,56,
480019,81,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,74,,80,,83,
480037,60,61,58,44,73,73,,55,65,66,56,50,,6,,,,,,,,,,,,,,,,,56,,78,,92,
480073,0,0,0,,,,,0,,0,,,,,0,0,0,0,0,,,,,0,,0,,,,,0,0,,,0,0
480091,23,9,25,0,,,,23,5,27,13,,,9,0,17,17,0,20,,,,,0,0,25,,,,,26,20,20,,3,0
480125,76,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,75,,91,,77,
480161,95,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,95,,,,,
480204,58,51,59,0,100,100,100,40,62,53,50,100,,0,,,,,,,,,,,,,,,,,55,,84,,53,
480310,36,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,34,,100,,0,
480471,71,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,68,,97,,84,
480523,56,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,55,,50,,100,
480532,44,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,45,,0,,100,
480550,74,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,71,,100,,,
480657,45,0,50,100,0,0,,0,50,45,100,33,,,,,,,,,,,,,,,,,,,50,,67,,0,
480727,94,93,100,100,100,100,,,100,96,100,,75,0,,,,,,,,,,,,,,,,,100,,100,,90,
480781,50,0,100,,,,,,0,,,,100,50,0,0,0,0,,,,,,,0,,,,,100,0,0,,,100,
480824,63,47,64,75,82,89,50,48,73,72,57,52,,0,,,,,,,,,,,,,,,,,64,,76,,46,
480833,70,65,71,50,94,93,100,60,79,74,73,32,,0,,,,,,,,,,,,,,,,,72,,71,,56,
480842,54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,55,,50,,,
480851,65,67,64,,,,,59,62,100,100,,,0,,,,,,,,,,,,,,,,,65,,57,,100,
480879,67,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,68,,71,,60,
480888,86,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,89,,88,,0,
480903,74,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,73,,91,,50,
480921,68,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,58,,100,,89,
480930,50,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,0,,100,
480967,23,14,30,25,,,,0,0,,22,,,0,,,,,,,,,,,,,,,,,30,,,,7,
480976,57,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,63,,67,,33,
480985,40,,40,100,,,,,,25,,,,40,20,40,40,,40,100,,,,,,25,,,,40,50,50,,,33,33
480994,47,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,53,,,,0,
481003,83,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,75,,100,,90,
481021,63,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,78,,,,53,
481058,100,100,,,100,100,,,,,,,,,100,100,100,100,,,100,100,,,,,,,,,,,,,100,100
481100,92,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,92,
481128,89,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,89,,,,,
481146,82,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,84,,,,81,
481155,36,44,31,,,,,27,,67,0,,,0,,,,,,,,,,,,,,,,,25,,50,,100,
481182,100,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,,,100,
481191,82,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,84,,,,80,
481207,98,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,92,,100,
481225,60,67,50,,,,,,67,,0,,100,,40,60,60,67,50,,,,,,67,,0,,100,,50,50,,,67,67
481243,87,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,89,,89,,83,
481252,25,50,20,,,,,27,,0,,,,0,,,,,,,,,,,,,,,,,20,,,,50,
481289,80,67,86,,0,,0,100,100,100,50,,,0,,,,,,,,,,,,,,,,,100,,0,,50,
481298,81,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,70,,100,,96,
481313,93,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,0,
