agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key,proposal,continuation_signal,proposal_flag
nih,3R01DK131533-03S1,ASST_NON_R01DK131533_7529,University of Miami School of Medicine,Florida,University of Miami,Florida,Coral Gables,Private not-for-profit,135726,1285250,292071,1577321,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK131533_7529,https://reporter.nih.gov/project-details/10932663,270189925,1491380.3,2074301,2027-04-30,2025-05-20,TRUE,TRUE,TRUE,206130.30000000005,1.1603814822019063,235369.94999999995,103561.07999999999,94578.47,496980,0,0,7,38,,unitid:135726,F,TRUE,TRUE
nih,3R01DC008524-18S1,ASST_NON_R01DC008524_7529,Carnegie-Mellon University,Pennsylvania,Carnegie Mellon University,Pennsylvania,Pittsburgh,Private not-for-profit,211440,1198509,291119,1489628,2025-05-22,,https://www.usaspending.gov/award/ASST_NON_R01DC008524_7529,https://reporter.nih.gov/project-details/10988462,270178670,1832142.82,6368893,2028-05-31,2025-06-05,TRUE,TRUE,TRUE,633633.8200000001,1.5286850745384475,619064.13,278978.25000000006,0,1,0,0,41,60,,unitid:211440,F,TRUE,TRUE
nih,3R01GM138448-04S1,ASST_NON_R01GM138448_7529,Washington University,Missouri,Washington University in St Louis,Missouri,St. Louis,Private not-for-profit,179867,1631373,288170,1919543,2025-06-12,,https://www.usaspending.gov/award/ASST_NON_R01GM138448_7529,https://reporter.nih.gov/project-details/10980713,270211418,1610892.25,1919543,2027-04-30,2026-03-20,TRUE,TRUE,TRUE,-20480.75,0.9874456975811172,185764.15,129469.08,56295.06999999999,330750,0,0,11,48,,unitid:179867,F,TRUE,TRUE
nih,3R01DK128143-04S1,ASST_NON_R01DK128143_7529,Case Western Reserve University,Ohio,Case Western Reserve University,Ohio,Cleveland,Private not-for-profit,201645,1912651,285785,2198436,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK128143_7529,https://reporter.nih.gov/project-details/10932676,270189507,1849829.79,2237890,2026-02-28,2025-06-20,TRUE,TRUE,TRUE,-62821.20999999996,0.9671549017567763,295615.07,125526.84000000003,56205.27999999999,39454,0,0,12,47,,unitid:201645,F,TRUE,TRUE
nih,3R01MD016465-04S1,ASST_NON_R01MD016465_7529,University of Texas Health Sciences Center Houston,Texas,,,,,,2463371,285089,2748460,2025-03-28,,https://www.usaspending.gov/award/ASST_NON_R01MD016465_7529,https://reporter.nih.gov/project-details/10978067,270238438,2795884.07,3254165,2026-05-31,2025-08-20,TRUE,TRUE,TRUE,332513.06999999983,1.1349829441038317,673423.4199999999,324407.36,86094.36000000002,505705,505705,0,9,59,,university of texas health sciences center houston|texas,F,TRUE,TRUE
nih,3R01DK129340-03S1,ASST_NON_R01DK129340_7529,Vanderbilt University,Tennessee,Vanderbilt University,Tennessee,Nashville,Private not-for-profit,221999,1565166,273804,1838970,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK129340_7529,https://reporter.nih.gov/project-details/10931219,270189656,1840276.23,2333394,2027-01-31,2026-01-28,TRUE,TRUE,TRUE,275110.23,1.17577064030269,330406.19,184283.87,56871.92,494424,0,449622,11,43,,unitid:221999,F,TRUE,TRUE
nih,3R01MD018255-03S1,ASST_NON_R01MD018255_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,1142700,262227,1404927,2025-03-28,,https://www.usaspending.gov/award/ASST_NON_R01MD018255_7529,https://reporter.nih.gov/project-details/11100245,270238566,1590296.02,1823677,2027-05-31,2026-03-20,TRUE,TRUE,TRUE,447596.02,1.3917003763017415,522316.5399999999,352930.94999999995,117288.92000000001,418750,418750,0,13,37,,unitid:130794,F,TRUE,TRUE
nih,5R01MH123388-05,ASST_NON_R01MH123388_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,2787565.82,261178.95,3048744.77,2025-03-20,,https://www.usaspending.gov/award/ASST_NON_R01MH123388_7529,https://reporter.nih.gov/project-details/10983769,270243886,2787565.82,3556062,2026-12-30,2026-03-20,TRUE,TRUE,TRUE,0,1,153217.8,96466.76000000001,0,507317.23,0,507317.23,18,66,,unitid:170976,F,TRUE,TRUE
nih,3R35GM148219-02S1,ASST_NON_R35GM148219_7529,Tufts University Medford,Massachusetts,Tufts University,Massachusetts,Medford,Private not-for-profit,168148,786472.69,259904.31,1046377,2025-05-30,,https://www.usaspending.gov/award/ASST_NON_R35GM148219_7529,https://reporter.nih.gov/project-details/10868085,270347607,981881.29,1046377,2028-03-31,2025-06-20,TRUE,TRUE,TRUE,195408.6000000001,1.2484620286052146,379381.64999999997,233914.64999999997,14943.949999999997,370308,0,0,7,30,,unitid:168148,F,TRUE,TRUE
nih,3DP1DA054344-03S1,ASST_NON_DP1DA054344_7529,The Ohio State University,Ohio,The Ohio State University,Ohio,Columbus,Public,204796,1252642,249358,1502000,2025-04-03,,https://www.usaspending.gov/award/ASST_NON_DP1DA054344_7529,https://reporter.nih.gov/project-details/11075595,260415677,1476126.53,1974500,2027-05-31,2025-06-20,TRUE,TRUE,TRUE,223484.53000000003,1.1784105354921837,363265.0800000001,259051.48000000004,32426.51000000001,472500,0,0,7,47,,unitid:204796,F,TRUE,TRUE
nih,5T34GM136453-05,ASST_NON_T34GM136453_7529,University of Kansas Lawrence,Kansas,,,,,,1181161.52,246819.48,1427981,2025-06-13,,https://www.usaspending.gov/award/ASST_NON_T34GM136453_7529,https://reporter.nih.gov/project-details/10853116,271488263,1181161.52,1858266,2031-01-31,2026-02-20,TRUE,TRUE,TRUE,0,1,65406.21,50841.590000000004,0,430285,0,430285,11,48,,university of kansas lawrence|kansas,F,TRUE,TRUE
nih,1R01AI177624-01A1,ASST_NON_R01AI177624_7529,East Tennessee State University,Tennessee,East Tennessee State University,Tennessee,Johnson City,Public,220075,479789.81,245676.19,725466,2025-05-15,,https://www.usaspending.gov/award/ASST_NON_R01AI177624_7529,https://reporter.nih.gov/project-details/10876712,270149073,563694.83,1223180,2029-02-28,2026-03-05,TRUE,TRUE,TRUE,83905.01999999996,1.1748787036556694,406482.92000000004,205662.91999999998,83905.02,497714,0,497714,6,17,,unitid:220075,F,TRUE,TRUE
nih,1R21DE032798-01A1,ASST_NON_R21DE032798_7529,Texas A&M University Health Science Center,Texas,,,,,,221298.69,240159.31,461458,2025-04-15,,https://www.usaspending.gov/award/ASST_NON_R21DE032798_7529,https://reporter.nih.gov/project-details/10810222,270312328,252558.92,461458,2027-01-31,2026-01-28,TRUE,TRUE,TRUE,31260.23000000001,1.1412580887848907,143674.41,92338.07,31260.230000000003,19125,0,0,6,20,,texas a&m university health science center|texas,F,TRUE,TRUE
nih,5R01MD018167-03,ASST_NON_R01MD018167_7529,University of Denver (Colorado Seminary),Colorado,,,,,,914952.81,230472.11,1145424.92,2025-03-20,,https://www.usaspending.gov/award/ASST_NON_R01MD018167_7529,https://reporter.nih.gov/project-details/10980561,270238547,914952.81,1619034.59,2027-11-30,2026-02-20,TRUE,TRUE,TRUE,0,1,93500.59999999998,0,0,675892,0,675892,14,56,,university of denver (colorado seminary)|colorado,F,TRUE,TRUE
nih,1R25GM154354-01,ASST_NON_R25GM154354_7529,University of Montana,Montana,The University of Montana,Montana,Missoula,Public,180489,214083.87,229712,443795.87,2025-05-29,,https://www.usaspending.gov/award/ASST_NON_R25GM154354_7529,https://reporter.nih.gov/project-details/10887726,270335176,214083.87,510470,2030-01-31,2026-03-20,TRUE,TRUE,TRUE,0,1,96557.15999999999,25391.76999999999,0,296386.13,41151.13,255235,7,11,,unitid:180489,F,TRUE,TRUE
nih,3DP2AI171122-03S1,ASST_NON_DP2AI171122_7529,Utah State Higher Education System--University of Utah,Utah,,,,,,1239399,228469,1467868,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_DP2AI171122_7529,https://reporter.nih.gov/project-details/11049320,260416095,1612317.04,1920876,2027-07-31,2025-08-20,TRUE,TRUE,TRUE,372918.04000000004,1.3008861875796254,479279.6,251862.38999999998,95880.72,453008,453008,0,7,37,,utah state higher education system--university of utah|utah,F,TRUE,TRUE
nih,3R01EY026662-09S1,ASST_NON_R01EY026662_7529,University of North Texas Health Sciences Center,Texas,University of North Texas Health Science Center,Texas,Fort Worth,Public,228909,1335400,209131,1544531,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R01EY026662_7529,https://reporter.nih.gov/project-details/11094261,270199172,1496791.39,3784926,2026-07-31,2025-08-20,TRUE,TRUE,TRUE,161391.3899999999,1.1208562153661823,391786.88,227557.52000000002,99371.2,372295,372295,0,22,49,,unitid:228909,F,TRUE,TRUE
nih,3R01MD016401-04S1,ASST_NON_R01MD016401_7529,Duke University,North Carolina,Duke University,North Carolina,Durham,Private not-for-profit,198419,2676352,208053,2884405,2025-03-28,,https://www.usaspending.gov/award/ASST_NON_R01MD016401_7529,https://reporter.nih.gov/project-details/10939415,270238434,3086855.29,3524489,2027-05-31,2026-03-20,TRUE,TRUE,TRUE,410503.29000000004,1.15338165159142,475222.45000000007,223146.41,89627.33000000002,640084,640084,0,10,48,,unitid:198419,F,TRUE,TRUE
nih,3R01NR020154-04S1,ASST_NON_R01NR020154_7529,Emory University,Georgia,Emory University,Georgia,Atlanta,Private not-for-profit,139658,1446967.54,205553.46,1652521,2025-03-12,,https://www.usaspending.gov/award/ASST_NON_R01NR020154_7529,https://reporter.nih.gov/project-details/11012081,270247168,1841713.12,2043771,2026-05-31,2025-09-24,TRUE,TRUE,TRUE,394745.5800000001,1.2728088703358198,481920.32,357952.05000000005,121355.53,391250,391250,0,7,47,,unitid:139658,F,TRUE,TRUE
nih,5R25LM014208-04,ASST_NON_R25LM014208_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,450529.65,203328.35,653858,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R25LM014208_7529,https://reporter.nih.gov/project-details/11178522,270335639,479442.57,653858,2027-08-31,2025-09-24,TRUE,TRUE,TRUE,28912.919999999984,1.0641753988888412,143762.11,79511.48999999999,28912.92,134323,134323,0,6,37,,unitid:215293,F,TRUE,TRUE
nih,3R01DK131492-03S1,ASST_NON_R01DK131492_7529,University of Southern California,California,University of Southern California,California,Los Angeles,Private not-for-profit,123961,1276315,202584,1478899,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK131492_7529,https://reporter.nih.gov/project-details/10932656,270189914,1336877.72,1515199,2026-11-30,2026-03-20,TRUE,TRUE,TRUE,60562.71999999997,1.047451232650247,232111.11,131645.24,916.4099999999999,36300,0,0,12,45,,unitid:123961,F,TRUE,TRUE
nih,3R01DA056592-02S1,ASST_NON_R01DA056592_7529,Wake Forest University Health Sciences,North Carolina,,,,,,1198767,197079,1395846,2025-04-03,,https://www.usaspending.gov/award/ASST_NON_R01DA056592_7529,https://reporter.nih.gov/project-details/11087232,270176798,1418595.39,2040985,2028-06-30,2025-07-25,TRUE,TRUE,TRUE,219828.3899999999,1.1833787466621952,246117.40999999997,174435.58,71681.82999999999,645139,645139,0,5,26,,wake forest university health sciences|north carolina,F,TRUE,TRUE
nih,5R01MH128198-04,ASST_NON_R01MH128198_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,2981678.43,191238.57,3172917,2025-04-23,,https://www.usaspending.gov/award/ASST_NON_R01MH128198_7529,https://reporter.nih.gov/project-details/10983321,270244336,3044962.3,3947844,2026-11-30,2026-03-20,TRUE,TRUE,TRUE,63283.869999999646,1.0212242438229664,671148.28,335645.4500000001,63283.869999999995,774927,0,774927,12,43,,unitid:170976,F,TRUE,TRUE
nih,3R01MD016738-04S1,ASST_NON_R01MD016738_7529,Stanford University,California,Stanford University,California,Stanford,Private not-for-profit,243744,2553773,182604,2736377,2025-03-28,,https://www.usaspending.gov/award/ASST_NON_R01MD016738_7529,https://reporter.nih.gov/project-details/10939418,270238445,2929770.79,3338309,2027-04-30,2026-03-05,TRUE,TRUE,TRUE,375997.79000000004,1.1472322677074274,938133.0099999999,441284.96999999986,77720.80000000002,601932,601932,0,10,45,,unitid:243744,F,TRUE,TRUE
nih,3R01GM147636-02S2,ASST_NON_R01GM147636_7529,University of Texas Health Sciences Center,Texas,,,,,,1004136,182340,1186476,2025-05-30,,https://www.usaspending.gov/award/ASST_NON_R01GM147636_7529,https://reporter.nih.gov/project-details/11042908,270212098,1086625.84,1496476,2027-02-28,2026-02-20,TRUE,TRUE,TRUE,82489.84000000008,1.082150067321558,236055.29000000004,166346.22000000003,33840.14,310000,0,310000,8,32,,university of texas health sciences center|texas,F,TRUE,TRUE
nih,3R35GM142537-04S1,ASST_NON_R35GM142537_7529,University of Missouri-Columbia,Missouri,University of Missouri-Columbia,Missouri,Columbia,Public,178396,1685737,179084,1864821,2025-06-02,,https://www.usaspending.gov/award/ASST_NON_R35GM142537_7529,https://reporter.nih.gov/project-details/11167356,270346951,2062336.04,2249068,2026-08-31,2025-08-20,TRUE,TRUE,TRUE,376599.04000000004,1.223403199906035,409342.51,346384.49,56323.67999999999,384247,384247,0,9,47,,unitid:178396,F,TRUE,TRUE
nih,3R01AI155915-04S1,ASST_NON_R01AI155915_7529,Texas A&M University,Texas,Texas A&M University,Texas,College Station,Public,228723,1467478,171331,1638809,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI155915_7529,https://reporter.nih.gov/project-details/11116447,270147705,1761536.13,2004579,2026-07-31,2026-03-05,TRUE,TRUE,TRUE,294058.1299999999,1.2003833311300067,403695.06,312970.48,37205.380000000005,365770,365770,0,11,48,,unitid:228723,F,TRUE,TRUE
nih,3R01DK069861-14S1,ASST_NON_R01DK069861_7529,Albert Einstein College of Medicine,New York,,,,,,2851345,166989,3018334,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK069861_7529,https://reporter.nih.gov/project-details/10931153,270184195,3178638.98,6898018,2027-04-30,2026-02-20,TRUE,TRUE,TRUE,327293.98,1.1147858221295563,757629.4600000001,0,552836.73,677112,0,0,20,47,,albert einstein college of medicine|new york,F,TRUE,TRUE
nih,3R01AI175079-02S1,ASST_NON_R01AI175079_7529,University of Texas Health Sciences Center Houston,Texas,,,,,,748391,157599,905990,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI175079_7529,https://reporter.nih.gov/project-details/11055734,270148842,1045948.21,2064827,2028-07-31,2025-08-20,TRUE,TRUE,TRUE,297557.20999999996,1.397595922452301,363277.56,238281.16999999998,65660.16999999998,1158837,1158837,0,7,26,,university of texas health sciences center houston|texas,F,TRUE,TRUE
nih,3R01AI167356-03S1,ASST_NON_R01AI167356_7529,Emory University,Georgia,Emory University,Georgia,Atlanta,Private not-for-profit,139658,1913766,155301,2069067,2025-06-06,,https://www.usaspending.gov/award/ASST_NON_R01AI167356_7529,https://reporter.nih.gov/project-details/11136106,270148268,2404993.83,2764202,2027-07-31,2025-08-20,TRUE,TRUE,TRUE,491227.8300000001,1.2566812400262102,623079.08,305039.00999999995,238281.61000000002,695135,695135,0,7,37,,unitid:139658,F,TRUE,TRUE
nih,3R01MH133608-02S1,ASST_NON_R01MH133608_7529,Boston University Medical Campus,Massachusetts,,,,,,1087235,148891,1236126,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R01MH133608_7529,https://reporter.nih.gov/project-details/11226951,270244850,1393873.76,1801170,2028-04-30,2025-07-03,TRUE,TRUE,TRUE,306638.76,1.2820354017300768,479663.30000000005,247621.15000000008,95341.14,565044,0,0,6,27,,boston university medical campus|massachusetts,F,TRUE,TRUE
nih,3R01CA255372-04S2,ASST_NON_R01CA255372_7529,Duke University,North Carolina,Duke University,North Carolina,Durham,Private not-for-profit,198419,2160422.19,145555.81,2305978,2025-06-15,,https://www.usaspending.gov/award/ASST_NON_R01CA255372_7529,https://reporter.nih.gov/project-details/10977374,270167632,2011416.71,2342501,2026-01-31,2025-09-05,TRUE,TRUE,TRUE,-149005.47999999998,0.9310294623478201,154202.29999999996,103411.42000000001,8847.729999999996,36523,36523,0,20,48,,unitid:198419,F,TRUE,TRUE
nih,3R01AR079483-04S1,ASST_NON_R01AR079483_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,1361262,142422,1503684,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01AR079483_7529,https://reporter.nih.gov/project-details/11006473,270154000,1671461.86,1850459,2026-05-31,2025-06-20,TRUE,TRUE,TRUE,310199.8600000001,1.2278766762019362,459248.43,264496.55999999994,74175.95,346775,0,0,7,48,,unitid:215062,F,TRUE,TRUE
nih,3R01GM127703-09S1,ASST_NON_R01GM127703_7529,Princeton University,New Jersey,Princeton University,New Jersey,Princeton,Private not-for-profit,186131,874070,141078,1015148,2025-06-05,,https://www.usaspending.gov/award/ASST_NON_R01GM127703_7529,https://reporter.nih.gov/project-details/11045279,270210527,1346805.19,2741111.78,2027-02-28,2026-02-20,TRUE,TRUE,TRUE,472735.18999999994,1.540843628084707,294186.41,263400.22,30786.190000000002,327228,0,327228,23,48,,unitid:186131,F,TRUE,TRUE
nih,3R01AG074570-04S1,ASST_NON_R01AG074570_7529,University of Notre Dame,Indiana,University of Notre Dame,Indiana,Notre Dame,Private not-for-profit,152080,1868842,137198,2006040,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R01AG074570_7529,https://reporter.nih.gov/project-details/11080512,270136866,2330047.82,1982290,2026-05-31,2025-06-20,TRUE,TRUE,TRUE,461205.81999999983,1.2467869514918863,547074.36,355419.15,106521.30000000002,471616,0,0,7,48,,unitid:152080,F,TRUE,TRUE
nih,3R01HD092347-08S1,ASST_NON_R01HD092347_7529,Princeton University,New Jersey,Princeton University,New Jersey,Princeton,Private not-for-profit,186131,1199781.52,131458.67,1331240.19,2025-03-12,,https://www.usaspending.gov/award/ASST_NON_R01HD092347_7529,https://reporter.nih.gov/project-details/11135909,270217869,1583576.25,3327164,2027-06-30,2025-08-20,TRUE,TRUE,TRUE,383794.73,1.3198871824596865,265756.55,214007.89999999997,4833.310000000001,348676,348676,0,27,62,,unitid:186131,F,TRUE,TRUE
nih,3R03ES036327-01S1,ASST_NON_R03ES036327_7529,Clemson University,South Carolina,Clemson University,South Carolina,Clemson,Public,217882,69064,118062,187126,2025-04-15,,https://www.usaspending.gov/award/ASST_NON_R03ES036327_7529,https://reporter.nih.gov/project-details/11082616,270266055,149768.7,187126,2027-03-31,2026-02-20,TRUE,TRUE,TRUE,80704.70000000001,2.168549461369165,106423.94999999998,41084.21999999998,0,73594,0,0,5,17,,unitid:217882,F,TRUE,TRUE
nih,3R01AI125524-09S1,ASST_NON_R01AI125524_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,2266490,116817,2383307,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI125524_7529,https://reporter.nih.gov/project-details/11167961,270145303,2925698.2,5575361,2026-08-31,2025-09-05,TRUE,TRUE,TRUE,659208.2000000002,1.2908498162356772,566864.2000000001,251269.15000000008,193372.43,557225,557225,0,18,50,,unitid:215062,F,TRUE,TRUE
nih,3U01MH125062-04S1,ASST_NON_U01MH125062_7529,Baylor College of Medicine,Texas,,,,,,1905486,116299,2021785,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_U01MH125062_7529,https://reporter.nih.gov/project-details/11114288,271680266,2145536.56,2559268,2026-06-30,2025-09-24,TRUE,TRUE,TRUE,240050.56000000006,1.1259786532149803,373625.95999999996,218357.87,22356.22,642424,642424,0,16,47,,baylor college of medicine|texas,F,TRUE,TRUE
nih,3R01AI170725-03S1,ASST_NON_R01AI170725_7529,Albert Einstein College of Medicine,New York,,,,,,1273218,114076,1387294,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI170725_7529,https://reporter.nih.gov/project-details/11052705,270148540,1517056.11,2227294,2025-05-31,2026-03-05,TRUE,FALSE,TRUE,243838.1100000001,1.1915132443933405,366996.04999999993,292152.12,50252.78999999999,840000,0,0,9,41,,albert einstein college of medicine|new york,F,TRUE,TRUE
nih,3R35GM124791-08S1,ASST_NON_R35GM124791_7529,Purdue University,Indiana,Purdue University-Main Campus,Indiana,West Lafayette,Public,243780,1281254,105657,1386911,2025-06-10,,https://www.usaspending.gov/award/ASST_NON_R35GM124791_7529,https://reporter.nih.gov/project-details/11137167,270345696,1872899.7,3768438,2027-07-31,2025-07-03,TRUE,TRUE,TRUE,591645.7,1.4617708120325867,470532.63999999996,321594.91,89381.48999999999,417603,0,0,15,49,,unitid:243780,F,TRUE,TRUE
nih,3R00HD103910-04S1,ASST_NON_R00HD103910_7529,New York University School of Medicine,New York,New York University,New York,New York,Private not-for-profit,193900,766682,99003,865685,2025-05-05,,https://www.usaspending.gov/award/ASST_NON_R00HD103910_7529,https://reporter.nih.gov/project-details/11010561,270128615,694378.24,857611.3,2026-07-31,2025-08-06,TRUE,TRUE,TRUE,-72303.76000000001,0.9056926339734075,208745.43000000002,123827.64000000001,36982.59,248999,248999,0,6,25,,unitid:193900,F,TRUE,TRUE
nih,3R01HG012590-02S1,ASST_NON_R01HG012590_7529,New York University School of Medicine,New York,New York University,New York,New York,Private not-for-profit,193900,1529401,97244,1626645,2025-04-10,,https://www.usaspending.gov/award/ASST_NON_R01HG012590_7529,https://reporter.nih.gov/project-details/11090156,270221288,1670356.7,2369894,2027-06-30,2025-09-24,TRUE,TRUE,TRUE,140955.69999999995,1.0921639910003982,327161.51,126350.27999999997,64931.45999999999,743249,743249,0,5,25,,unitid:193900,F,TRUE,TRUE
nih,3R35GM142717-04S1,ASST_NON_R35GM142717_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,1830345,96317,1926662,2025-06-04,,https://www.usaspending.gov/award/ASST_NON_R35GM142717_7529,https://reporter.nih.gov/project-details/11075457,270346998,2036820.17,2324162,2026-05-31,2025-06-20,TRUE,TRUE,TRUE,206475.16999999993,1.1128066949127078,283805.53,237075.57,43159.97,397500,0,0,10,48,,unitid:215293,F,TRUE,TRUE
nih,3R01DK129552-04S1,ASST_NON_R01DK129552_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,1704368,59753,1764121,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK129552_7529,https://reporter.nih.gov/project-details/11002140,270189689,1792521.15,2182945,2026-06-30,2025-06-20,TRUE,TRUE,TRUE,88153.1499999999,1.0517218992611923,207465.02000000002,170580.08000000002,0,418824,0,0,7,44,,unitid:130794,F,TRUE,TRUE
nih,3R01AI139261-06S1,ASST_NON_R01AI139261_7529,Texas A&M University Health Science Center,Texas,,,,,,128126,55640,183766,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI139261_7529,https://reporter.nih.gov/project-details/11015520,270146255,2984074.08,5966565,2028-01-31,2026-02-20,TRUE,TRUE,TRUE,2855948.08,23.29015250612678,799777.2799999999,280802.07,193166.40999999997,747884,0,747884,17,49,,texas a&m university health science center|texas,F,TRUE,TRUE
nih,3R01HL171586-02S1,ASST_NON_R01HL171586_7529,Loyola University Chicago,Illinois,Loyola University Chicago,Illinois,Chicago,Private not-for-profit,146719,33428.8461538462,53486.1538461538,86915,2025-06-06,,https://www.usaspending.gov/award/ASST_NON_R01HL171586_7529,https://reporter.nih.gov/project-details/11100812,270234075,970386.38,1835367,2028-12-31,2026-03-05,TRUE,TRUE,TRUE,936957.5338461538,29.028413829603597,293418.3,292329.83999999997,1088.4599999999919,602637,61549,541088,7,22,,unitid:146719,F,TRUE,TRUE
nih,3R01DK133301-03S1,ASST_NON_R01DK133301_7529,Baylor College of Medicine,Texas,,,,,,1283053,48866,1331919,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK133301_7529,https://reporter.nih.gov/project-details/11105307,270190173,1476008.29,1750766,2027-05-31,2025-07-21,TRUE,TRUE,TRUE,192955.29000000004,1.1503876223351646,315172.45999999996,168873.43999999997,71534.54999999999,418847,418847,0,6,37,,baylor college of medicine|texas,F,TRUE,TRUE
nih,3DP2AI171120-03S1,ASST_NON_DP2AI171120_7529,University of Chicago,Illinois,University of Chicago,Illinois,Chicago,Private not-for-profit,144050,45065,46025,91090,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_DP2AI171120_7529,https://reporter.nih.gov/project-details/11146021,260416093,1600192.71,2011979,2027-08-31,2026-02-06,TRUE,TRUE,TRUE,1555127.71,35.50854787529124,570664.1599999999,453141.06000000006,82708.44999999995,481500,481500,0,11,37,,unitid:144050,F,TRUE,TRUE
nih,3R01GM105672-12S1,ASST_NON_R01GM105672_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,1249782,44743,1294525,2025-06-17,,https://www.usaspending.gov/award/ASST_NON_R01GM105672_7529,https://reporter.nih.gov/project-details/11073757,270207997,1484700.58,4589447,2026-08-31,2026-02-09,TRUE,TRUE,TRUE,234918.58000000007,1.1879676455573853,299016.22000000003,167864.16999999998,57610.96000000001,352756,352756,0,23,49,,unitid:130794,F,TRUE,TRUE
nih,1F31GM155995-01A1,ASST_NON_F31GM155995_7529,Princeton University,New Jersey,Princeton University,New Jersey,Princeton,Private not-for-profit,186131,30551.46,42524.54,73076,2025-04-02,,https://www.usaspending.gov/award/ASST_NON_F31GM155995_7529,https://reporter.nih.gov/project-details/11066793,266724453,33433,73076,2027-12-31,2026-01-20,TRUE,TRUE,TRUE,2881.540000000001,1.094317587440993,28729,12701.739999999998,2881.54,37102,0,37102,5,11,,unitid:186131,F,TRUE,TRUE
nih,1F31GM156104-01,ASST_NON_F31GM156104_7529,University of Wisconsin-Madison,Wisconsin,University of Wisconsin-Madison,Wisconsin,Madison,Public,240444,32549.36,42344.64,74894,2025-04-02,,https://www.usaspending.gov/award/ASST_NON_F31GM156104_7529,https://reporter.nih.gov/project-details/10996413,266724463,35015.96,74894,2026-12-31,2025-12-05,TRUE,TRUE,TRUE,2466.5999999999985,1.0757802918398396,28942.350000000002,16665.86,2466.6000000000013,37729,37729,0,2,12,,unitid:240444,F,TRUE,TRUE
nih,1F31EY037171-01,ASST_NON_F31EY037171_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,14112,35426,49538,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31EY037171_7529,https://reporter.nih.gov/project-details/11071112,266723669,14112,49538,2025-05-31,2025-06-05,TRUE,FALSE,TRUE,0,1,14112,0,0,564,0,0,3,5,,unitid:162928,F,TRUE,TRUE
nih,1F31EY037180-01,ASST_NON_F31EY037180_7529,Stanford University,California,Stanford University,California,Stanford,Private not-for-profit,243744,15261,33442,48703,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31EY037180_7529,https://reporter.nih.gov/project-details/11071102,266723671,14736,48703,2025-05-31,2025-06-05,TRUE,FALSE,TRUE,-525,0.9655985846274818,0,0,0,564,0,0,3,10,,unitid:243744,F,TRUE,TRUE
