agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key
nsf,2426511,ASST_NON_2426511_4900,Washington University,Missouri,Washington University in St Louis,Missouri,St. Louis,Private not-for-profit,179867,56745.11,2943254.89,3000000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2426511_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2426511,236137781,56745.11,380430,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,21527.46,0,0,0,0,0,2,10,,unitid:179867
nih,5R25GM066567-19,ASST_NON_R25GM066567_7529,Tufts University,Massachusetts,Tufts University,Massachusetts,Medford,Private not-for-profit,168148,1000070.67,2932662.05,3932732.72,2025-04-14,,https://www.usaspending.gov/award/ASST_NON_R25GM066567_7529,https://reporter.nih.gov/project-details/10766718,270334674,1000070.67,4069277.36,2025-01-31,2025-09-05,FALSE,FALSE,FALSE,0,1,1405.6000000000058,0,0,0,0,0,25,45,,unitid:168148
nih,5R25DK078381-18,ASST_NON_R25DK078381_7529,University of Texas Health Sciences Center,Texas,,,,,,1011285.17,2931093.83,3942379,2025-04-30,,https://www.usaspending.gov/award/ASST_NON_R25DK078381_7529,https://reporter.nih.gov/project-details/10831473,270334255,1011285.17,3732604.8,2025-03-31,2026-02-09,FALSE,FALSE,FALSE,0,1,68760.17,11707.300000000003,0,0,0,0,35,45,,university of texas health sciences center|texas
nih,5R25HG006687-13,ASST_NON_R25HG006687_7529,Washington University,Missouri,Washington University in St Louis,Missouri,St. Louis,Private not-for-profit,179867,1158935.01,2915566.99,4074502,2025-04-14,,https://www.usaspending.gov/award/ASST_NON_R25HG006687_7529,https://reporter.nih.gov/project-details/11000344,270335415,1163001.32,4074502,2025-11-30,2025-04-21,TRUE,TRUE,TRUE,4066.310000000056,1.003508660938632,165404.08,94703.90999999996,4066.3100000000013,0,0,0,39,49,,unitid:179867
nsf,2308706,ASST_NON_2308706_4900,Howard University,District Of Columbia,Howard University,District Of Columbia,Washington,Private not-for-profit,131520,88528.79,2911471.21,3000000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2308706_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2308706,235807282,88528.79,1200001,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,2,14,,unitid:131520
nsf,2345739,ASST_NON_2345739_4900,University of Texas at El Paso,Texas,The University of Texas at El Paso,Texas,El Paso,Public,228796,83071.82,2909806.18,2992878,2025-04-25,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2345739_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2345739,235927392,83071.82,83072,2025-04-25,2025-09-18,FALSE,FALSE,FALSE,0,1,46024.96,0,0,0,0,0,3,10,,unitid:228796
nih,3P01AI165380-03S1,ASST_NON_P01AI165380_7529,Northwestern University,Illinois,Northwestern University,Illinois,Evanston,Private not-for-profit,147767,5801146,2879173,8680319,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_P01AI165380_7529,https://reporter.nih.gov/project-details/11139012,269406729,7129685.61,8680319,2025-02-28,2025-04-25,FALSE,FALSE,FALSE,1328539.6100000003,1.229013303578293,1340841.5899999999,141365,1199476.5899999999,0,0,0,7,49,,unitid:147767
nsf,1712692,ASST_NON_1712692_4900,Auburn University,Alabama,Auburn University,Alabama,Auburn,Public,100858,2128936.07,2871058.93,4999995,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_1712692_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=1712692,232665933,2128936.07,4999995,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,129731.25,129731.25,0,0,0,0,7,44,,unitid:100858
nsf,1736019,ASST_NON_1736019_4900,University of Puerto Rico Medical Sciences Campus,Puerto Rico,,,,,,2285042.51,2814957.49,5100000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_1736019_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=1736019,232722862,2285042.51,5100000,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,191644.86,191644.86,0,0,0,0,15,41,,university of puerto rico medical sciences campus|puerto rico
nsf,2308599,ASST_NON_2308599_4900,Harris-Stowe State University,Missouri,Harris-Stowe State University,Missouri,Saint Louis,Public,177551,683516.53,2814456.47,3497973,2025-05-02,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2308599_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2308599,235807014,683516.53,1385162,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,511812.01,511812.01,0,0,0,0,2,8,,unitid:177551
nsf,2411987,ASST_NON_2411987_4900,Arizona State University,Arizona,Arizona State University,Arizona,Tempe,Public,104151,187349.3,2805971.7,2993321,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2411987_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2411987,236101368,187349.3,187350,2025-04-25,2025-09-18,FALSE,FALSE,FALSE,0,1,74248.08999999998,74248.08999999998,0,0,0,0,3,11,,unitid:104151
nsf,2308738,ASST_NON_2308738_4900,Southern Connecticut State University,Connecticut,Southern Connecticut State University,Connecticut,New Haven,Public,130493,462316.17,2729416.83,3191733,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2308738_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2308738,235807371,462316.17,1251482,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,28979.73000000004,28979.73000000004,0,0,0,0,3,17,,unitid:130493
nsf,2333262,ASST_NON_2333262_4900,University of Texas at Austin,Texas,The University of Texas at Austin,Texas,Austin,Public,228778,52970.7,2612584.3,2665555,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2333262_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2333262,235898587,52970.7,351684,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,2,8,,unitid:228778
nih,5R25HL126145-12,ASST_NON_R25HL126145_7529,University of Houston,Texas,University of Houston,Texas,Houston,Public,225511,1195633.14,2608851.81,3804484.95,2025-06-13,,https://www.usaspending.gov/award/ASST_NON_R25HL126145_7529,https://reporter.nih.gov/project-details/11004967,270335571,1205773.69,3804484.95,2025-12-31,2026-02-09,TRUE,TRUE,TRUE,10140.550000000047,1.00848132228921,166532.13,124288.25999999998,10140.55,0,0,0,31,76,,unitid:225511
nih,5R25GM109432-11,ASST_NON_R25GM109432_7529,Indiana University Indianapolis,Indiana,Indiana University-Indianapolis,Indiana,Indianapolis,Public,151111,1292361.86,2572095.09,3864456.95,2025-04-14,,https://www.usaspending.gov/award/ASST_NON_R25GM109432_7529,https://reporter.nih.gov/project-details/10778550,270334838,1292361.86,3864456.95,2025-01-31,2025-05-05,FALSE,FALSE,FALSE,0,1,13969,0,0,0,0,0,28,45,,unitid:151111
nih,4U54CA260581-02,ASST_NON_U54CA260581_7529,Tulane University of Louisiana,Louisiana,Tulane University of Louisiana,Louisiana,New Orleans,Private not-for-profit,160755,6647073.65,2558630.35,9205704,2025-03-24,,https://www.usaspending.gov/award/ASST_NON_U54CA260581_7529,https://reporter.nih.gov/project-details/10688376,271697923,6647073.65,7777712.16,2024-11-30,2026-03-05,FALSE,FALSE,FALSE,0,1,7445.189999999959,0,0,0,0,0,17,92,,unitid:160755
nsf,2315041,ASST_NON_2315041_4900,Arizona State University,Arizona,Arizona State University,Arizona,Tempe,Public,104151,650596.63,2555786.37,3206383,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2315041_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2315041,235848141,650596.63,2404767,2025-04-18,2025-06-03,FALSE,FALSE,FALSE,0,1,152782.17000000004,152782.17000000004,0,0,0,0,2,20,,unitid:104151
nsf,2411946,ASST_NON_2411946_4900,University of South Alabama,Alabama,University of South Alabama,Alabama,Mobile,Public,102094,196457.84,2550480.16,2746938,2025-04-18,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2411946_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2411946,236101269,196457.84,1130584,2025-04-18,2025-06-03,FALSE,FALSE,FALSE,0,1,102951.56,100817.26999999999,0,0,0,0,2,10,,unitid:102094
nih,2R25GM109435-10,ASST_NON_R25GM109435_7529,University of Georgia,Georgia,University of Georgia,Georgia,Athens,Public,139959,892757.19,2521892.81,3414650,2025-03-12,,https://www.usaspending.gov/award/ASST_NON_R25GM109435_7529,https://reporter.nih.gov/project-details/10772571,270334839,892757.19,3213500.35,2025-03-12,2026-02-09,FALSE,FALSE,FALSE,0,1,246288.28,0,0,0,0,0,22,40,,unitid:139959
nih,3UM1TR004360-02S2,ASST_NON_UM1TR004360_7529,Virginia Commonwealth University,Virginia,Virginia Commonwealth University,Virginia,Richmond,Public,234030,5861628,2509370,8370998,2025-05-15,,https://www.usaspending.gov/award/ASST_NON_UM1TR004360_7529,https://reporter.nih.gov/project-details/10929735,271712237,9483719.79,12325812,2030-04-30,2025-07-21,TRUE,TRUE,TRUE,3622091.789999999,1.617932729610272,3718230.83,3111625.4800000004,606605.3500000001,3954814,3954814,0,10,30,,unitid:234030
nsf,2411129,ASST_NON_2411129_4900,Michigan State University,Michigan,Michigan State University,Michigan,East Lansing,Public,171100,318792.54,2485263.46,2804056,2025-04-18,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2411129_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2411129,236098955,318792.54,318793,2025-04-18,2025-09-18,FALSE,FALSE,FALSE,0,1,175512.71,142977.77,0,0,0,0,3,10,,unitid:171100
nsf,2405431,ASST_NON_2405431_4900,Purdue University,Indiana,Purdue University-Main Campus,Indiana,West Lafayette,Public,243780,104149.28,2482774.72,2586924,2025-04-25,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2405431_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2405431,236084674,104149.28,104150,2025-04-25,2025-09-18,FALSE,FALSE,FALSE,0,1,90353.85999999999,0,0,0,0,0,3,10,,unitid:243780
nsf,2307200,ASST_NON_2307200_4900,University of Nevada Las Vegas,Nevada,University of Nevada-Las Vegas,Nevada,Las Vegas,Public,182281,1015082.78,2481876.22,3496959,2025-05-02,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2307200_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2307200,235803792,1015082.78,1398417,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,193269.74000000005,193269.74000000005,0,0,0,0,2,23,,unitid:182281
nsf,2406575,ASST_NON_2406575_4900,Jackson State University,Mississippi,Jackson State University,Mississippi,Jackson,Public,175856,104623.42,2395376.58,2500000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2406575_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2406575,236087547,104623.42,1000000,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,2,11,,unitid:175856
nih,5U01AI151801-05,ASST_NON_U01AI151801_7529,University of Texas Medical Branch at Galveston,Texas,The University of Texas Medical Branch at Galveston,Texas,Galveston,Public,228653,5980248.25,2381028.75,8361277,2025-06-05,,https://www.usaspending.gov/award/ASST_NON_U01AI151801_7529,https://reporter.nih.gov/project-details/10864981,271673235,5980248.25,8361277,2025-06-05,2025-06-20,FALSE,FALSE,FALSE,0,1,563796.5900000001,171794.17000000016,0,0,0,0,11,77,,unitid:228653
nsf,2308724,ASST_NON_2308724_4900,University of Massachusetts Boston,Massachusetts,University of Massachusetts-Boston,Massachusetts,Boston,Public,166638,620794.52,2379205.48,3000000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2308724_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2308724,235807328,620794.52,1200000,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,205351.36,205351.36,0,0,0,0,3,17,,unitid:166638
nsf,2319989,ASST_NON_2319989_4900,University of Utah,Utah,University of Utah,Utah,Salt Lake City,Public,230764,622173.44,2372849.56,2995023,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2319989_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2319989,235863742,622173.44,1061863,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,85813.19,85813.19,0,0,0,0,4,21,,unitid:230764
nsf,2452096,ASST_NON_2452096_4900,University of Colorado Boulder,Colorado,University of Colorado Boulder,Colorado,Boulder,Public,126614,169502.02,2360167.98,2529670,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2452096_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2452096,236332778,169502.02,1402246,2025-04-25,2025-05-19,FALSE,FALSE,FALSE,0,1,36679.66,36679.66,0,0,0,0,3,8,,unitid:126614
nih,5U01AI151807-05,ASST_NON_U01AI151807_7529,University of Texas Medical Branch at Galveston,Texas,The University of Texas Medical Branch at Galveston,Texas,Galveston,Public,228653,5695210.36,2346056.09,8041266.45,2025-06-05,,https://www.usaspending.gov/award/ASST_NON_U01AI151807_7529,https://reporter.nih.gov/project-details/10848197,271673236,5695210.36,8041266.45,2025-06-05,2025-06-20,FALSE,FALSE,FALSE,0,1,304834.14,82660.1000000001,0,0,0,0,16,54,,unitid:228653
nih,5R01DA007304-32,ASST_NON_R01DA007304_7529,University of Minnesota,Minnesota,University of Minnesota,Minnesota,Minneapolis,Public,174066,1852227.45,2334832.55,4187060,2025-08-25,,https://www.usaspending.gov/award/ASST_NON_R01DA007304_7529,https://reporter.nih.gov/project-details/10768634,270173091,1852227.45,4187060,2025-08-31,2025-12-19,TRUE,TRUE,TRUE,0,1,1567.8500000000058,1567.8500000000058,0,0,0,0,19,45,,unitid:174066
nsf,2246599,ASST_NON_2246599_4900,New Mexico State University,New Mexico,New Mexico State University-Main Campus,New Mexico,Las Cruces,Public,188030,668245.05,2331754.95,3000000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2246599_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2246599,235641666,668245.05,1054684,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,58198.5,0,0,0,0,0,4,23,,unitid:188030
nih,3P01CA257904-03S1,ASST_NON_P01CA257904_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,7123918,2312831,9436749,2025-04-30,,https://www.usaspending.gov/award/ASST_NON_P01CA257904_7529,https://reporter.nih.gov/project-details/10973801,269407249,8959413.74,11596604,2027-01-31,2026-02-20,TRUE,TRUE,TRUE,1835495.7400000002,1.2576525642209806,1940657.8399999999,1526134.79,414523.05000000005,2159855,0,2159855,11,44,,unitid:215062
nsf,2313765,ASST_NON_2313765_4900,Chicago State University,Illinois,Chicago State University,Illinois,Chicago,Public,144005,700109.28,2299890.72,3000000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2313765_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2313765,235845115,700109.28,1000000,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,588683.7,427160.18000000005,0,0,0,0,2,10,,unitid:144005
nsf,2409134,ASST_NON_2409134_4900,University of Minnesota-Twin Cities,Minnesota,University of Minnesota-Twin Cities,Minnesota,Minneapolis,Public,174066,203877.06,2296122.94,2500000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2409134_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2409134,236093757,203877.06,1030690,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,127398.84999999999,127398.84999999999,0,0,0,0,2,10,,unitid:174066
nsf,2409010,ASST_NON_2409010_4900,University of Hawaii,Hawaii,,,,,,215221.23,2258429.77,2473651,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2409010_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2409010,236093494,215221.23,993690,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,154377.85,154377.85,0,0,0,0,2,11,,university of hawaii|hawaii
nih,5R25AG047843-09,ASST_NON_R25AG047843_7529,Howard University,District Of Columbia,Howard University,District Of Columbia,Washington,Private not-for-profit,131520,1081362,2257369.24,3338731.24,2025-06-09,,https://www.usaspending.gov/award/ASST_NON_R25AG047843_7529,https://reporter.nih.gov/project-details/10789967,270333298,1257968.9,2924958.68,2025-02-28,2026-02-20,FALSE,FALSE,FALSE,176606.8999999999,1.1633189440723828,176606.9,0,176606.9,0,0,0,20,46,,unitid:131520
nsf,2404966,ASST_NON_2404966_4900,Arizona State University,Arizona,Arizona State University,Arizona,Tempe,Public,104151,57818.42,2254171.58,2311990,2025-04-25,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2404966_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2404966,236083483,57818.42,57819,2025-04-25,2025-09-18,FALSE,FALSE,FALSE,0,1,48165.29,38448.67,0,0,0,0,3,10,,unitid:104151
nih,5U54CA280922-02,ASST_NON_U54CA280922_7529,University of Texas at El Paso,Texas,The University of Texas at El Paso,Texas,El Paso,Public,228796,3198988.22,2245901.78,5444890,2025-04-08,,https://www.usaspending.gov/award/ASST_NON_U54CA280922_7529,https://reporter.nih.gov/project-details/10857169,271697981,3198988.22,3198988.22,2025-04-08,2026-02-20,FALSE,FALSE,FALSE,0,1,1260933.72,0,0,0,0,0,5,22,,unitid:228796
nih,4U54CA260582-02,ASST_NON_U54CA260582_7529,The Ohio State University,Ohio,The Ohio State University,Ohio,Columbus,Public,204796,8135659.1,2220179.73,10355838.83,2025-03-24,,https://www.usaspending.gov/award/ASST_NON_U54CA260582_7529,https://reporter.nih.gov/project-details/10688381,271697924,8129508.08,8873526.49,2025-03-24,2026-03-05,FALSE,FALSE,FALSE,-6151.019999999553,0.9992439432473271,454971.15,295517.79000000004,0,0,0,0,21,108,,unitid:204796
nih,3R01MD018204-03S2,ASST_NON_R01MD018204_7529,New York University School of Medicine,New York,New York University,New York,New York,Private not-for-profit,193900,4852526,2208855,7061381,2025-03-28,,https://www.usaspending.gov/award/ASST_NON_R01MD018204_7529,https://reporter.nih.gov/project-details/10939423,270238557,5773032.07,7061381,2027-04-30,2025-08-06,TRUE,TRUE,TRUE,920506.0700000003,1.1896962674697673,1370877.52,688584.05,469612.43,1616079,0,0,14,46,,unitid:193900
nih,3P50CA281701-03S1,ASST_NON_P50CA281701_7529,University of Tx Md Anderson can Center,Texas,The University of Texas MD Anderson Cancer Center,Texas,Houston,Public,416801,4697872,2195419,6893291,2025-11-18,,https://www.usaspending.gov/award/ASST_NON_P50CA281701_7529,https://reporter.nih.gov/project-details/11211041,270012107,5012019.51,6893291,2025-08-02,2025-12-05,FALSE,TRUE,TRUE,314147.5099999998,1.0668701722822589,473988.89,253415.07,220573.82,0,0,0,7,26,,unitid:416801
nih,3R01DA050670-04S2,ASST_NON_R01DA050670_7529,Baylor University,Texas,Baylor University,Texas,Waco,Private not-for-profit,223232,1613425,2180559,3793984,2025-04-03,,https://www.usaspending.gov/award/ASST_NON_R01DA050670_7529,https://reporter.nih.gov/project-details/11062619,270176422,3015330.56,3793984,2027-03-31,2026-01-20,TRUE,TRUE,TRUE,1401905.56,1.8689003579342083,1413108.5399999998,1160600.6099999999,252507.93,757751,0,0,13,45,,unitid:223232
nsf,2309124,ASST_NON_2309124_4900,University of The Virgin Islands,Virgin Islands,,,,,,957095.92,2178532.08,3135628,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2309124_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2309124,235808316,957095.92,1209208,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,162539.10000000003,162539.10000000003,0,0,0,0,4,14,,university of the virgin islands|virgin islands
nsf,2350382,ASST_NON_2350382_4900,CUNY Borough of Manhattan Community College,New York,,,,,,156612.39,2095291.61,2251904,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2350382_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2350382,235938325,156612.39,808702,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,86950.18,86950.18,0,0,0,0,2,12,,cuny borough of manhattan community college|new york
