unitid,GRRTTOT,GRRTM,GRRTW,GRRTWH,GRRTBK,GRRTHS,GRRTAP,GRRTAS,GRRTNH,GRRTAN,GRRTUN,GRRTNR,GRRT2M,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTWH,GBA6RTBK,GBA6RTHS,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTAN,GBA6RTUN,GBA6RTNR,GBA6RT2M,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
447865,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,50,
447883,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,100,,82,
447892,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,100,,86,
447908,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,
447917,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,100,,86,
447935,33,0,34,57,18,0,,,,,0,,0,19,,,,,,,,,,,,,,,,,100,,100,,0,
447953,46,54,41,54,40,31,0,,0,,100,0,100,,42,46,46,54,41,54,40,31,0,,0,,100,0,100,,47,47,67,67,40,40
447962,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,67,,43,
447971,83,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,78,,100,,,
447980,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,9,
447999,60,44,64,65,58,25,100,,100,,,,100,,,,,,,,,,,,,,,,,,67,,100,,0,
448026,79,100,78,80,50,100,100,100,,0,,,100,,,,,,,,,,,,,,,,,,65,,86,,84,
448071,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,73,
448123,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,100,,,
448196,69,67,69,100,57,71,100,100,,,,,50,,,,,,,,,,,,,,,,,,43,,,,93,
448220,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,100,
448248,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,79,
448257,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,0,,100,
448275,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,0,
448372,73,67,78,67,100,100,75,50,100,,,,,,,,,,,,,,,,,,,,,,83,,100,,50,
448424,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,100,,100,
448433,58,58,53,57,67,64,67,68,60,14,38,,63,0,,,,,,,,,,,,,,,,,57,,64,,57,
448594,40,31,46,39,25,39,69,69,,0,63,,22,9,,,,,,,,,,,,,,,,,38,,,,42,
448600,41,33,42,52,26,25,,,,0,,,,,,,,,,,,,,,,,,,,,42,,55,,25,
448646,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,73,,95,
448673,40,44,40,45,33,50,25,0,100,,39,,33,,,,,,,,,,,,,,,,,,35,,78,,43,
448770,67,67,71,75,52,60,60,60,,,0,,82,,,,,,,,,,,,,,,,,,62,,70,,84,
448798,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,0,,67,
448859,75,75,,76,50,80,,,,,,,,,,,,,,,,,,,,,,,,,62,,88,,86,
448895,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,75,,67,
449038,0,,0,,,,,,,,0,,,100,0,0,0,,0,,,,,,,,0,,,100,,,,,0,0
449074,61,69,59,65,22,72,74,80,63,50,100,,50,1,,,,,,,,,,,,,,,,,51,,79,,69,
449083,87,87,100,50,63,89,,,,,,,,,,,,,,,,,,,,,,,,,94,,58,,0,
449092,89,89,100,100,92,89,0,0,,,,,,,,,,,,,,,,,,,,,,,89,,,,,
449135,71,56,74,,,71,,,,,,,,,8,17,33,22,36,,,33,,,,,,,,,69,33,,,100,33
449250,56,60,56,63,40,57,83,100,75,50,41,,69,,,,,,,,,,,,,,,,,,60,,63,,36,
449311,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,100,,67,
449320,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,68,,59,
449339,53,51,56,51,55,51,57,53,75,0,56,73,73,,32,39,41,40,44,39,43,41,50,50,50,0,42,67,64,,47,39,56,45,59,44
449348,0,0,,0,,,,,,,,,,,0,0,0,0,,0,,,,,,,,,,,0,0,,,,
449357,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,,
449384,67,71,50,50,,100,100,100,,,100,50,0,33,60,60,60,67,50,50,,100,,,,,100,,0,40,100,100,50,0,50,50
449393,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,100,,100,
449445,79,86,78,91,50,72,100,100,,,,,,,,,,,,,,,,,,,,,,,76,,100,,82,
449463,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,89,,0,
449472,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,100,,100,
449490,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,67,,79,
449506,100,100,100,,,100,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,,
449524,62,100,58,50,50,100,100,100,,,50,,100,10,,,,,,,,,,,,,,,,,25,,100,,83,
449533,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,50,,13,
449597,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
449603,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,89,,100,
449612,90,89,93,88,93,100,,,,,,,,,,,,,,,,,,,,,,,,,90,,100,,85,
449658,32,32,,32,,,,,,,,,,43,0,29,32,32,,32,,,,,,,,,,43,100,100,,,27,27
449676,71,71,71,31,67,75,78,78,,,,,100,,,,,,,,,,,,,,,,,,78,,63,,53,
449685,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,57,,55,
449700,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,100,,100,
449728,67,0,71,55,,100,100,,100,,0,,100,11,,,,,,,,,,,,,,,,,75,,100,,43,
449764,48,48,50,58,38,0,,,,,,,,3,29,43,43,43,43,53,0,0,,,,,,,,5,64,63,50,50,14,0
449773,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,78,,0,
449782,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,100,
449807,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,100,,,
449816,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,93,
449861,48,57,48,63,36,44,67,67,,33,50,,,,,,,,,,,,,,,,,,,,47,,65,,43,
449870,31,19,42,100,0,24,,,,100,,50,,29,16,31,31,19,42,100,0,24,,,,100,,50,,29,32,32,67,67,18,18
449898,5,0,6,0,20,0,0,0,,,,,,,8,8,8,,8,0,50,0,0,0,,,,,,,0,0,33,50,0,
449904,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,60,,54,
449959,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,67,,52,
449968,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,56,,66,
449977,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,100,
449986,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,100,,100,
449995,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,83,,100,
450058,32,45,27,43,26,33,64,64,,0,33,,23,,,,,,,,,,,,,,,,,,31,,35,,55,
450067,41,59,30,58,34,60,63,63,,100,50,,50,,,,,,,,,,,,,,,,,,40,,31,,100,
450128,33,39,32,57,23,12,33,20,100,17,11,,0,,,,,,,,,,,,,,,,,,15,,67,,74,
450395,88,,88,88,100,100,,,,,100,,75,,,,,,,,,,,,,,,,,,78,,100,,100,
450401,75,75,75,77,68,73,91,100,50,80,73,,82,,,,,,,,,,,,,,,,,,67,,94,,,
450571,63,50,63,67,,100,,,,0,50,,0,,,,,,,,,,,,,,,,,,62,,75,,50,
450599,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,100,,86,
450605,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,100,,,
450614,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,100,,100,
450641,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,
450650,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,100,,93,
450696,51,52,51,43,21,59,58,70,0,0,18,0,67,2,,,,,,,,,,,,,,,,,54,,56,,46,
450711,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,100,,100,
450720,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,88,,87,
450933,37,40,33,42,31,27,22,22,,40,42,,25,,25,29,30,31,28,29,32,17,25,25,,0,37,,29,,17,28,69,40,64,29
450951,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,58,
450960,68,100,66,100,30,72,100,100,,,100,,,,,,,,,,,,,,,,,,,,68,,,,,
450988,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,87,
451042,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,
451097,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,0,
451103,21,33,19,100,100,14,,,,,,,,,50,50,50,100,43,100,,43,,,,,,,,,43,50,6,0,100,100
451121,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,100,
451149,70,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,75,,,,47,
451158,64,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,79,,70,,42,
451167,58,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,59,,50,,50,
451194,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,,
451228,63,65,55,71,45,40,,,,100,,,67,,,,,,,,,,,,,,,,,,62,,71,,70,
451237,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,83,,88,
451255,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,73,,,
451282,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,75,,77,
451307,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,33,
451316,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,100,,100,
451334,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,60,
451343,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,38,
451352,60,62,60,73,52,100,50,67,0,100,73,,,1,,,,,,,,,,,,,,,,,51,,71,,76,
451370,14,14,,14,,,,,,,,,,43,0,14,14,14,,14,,,,,,,,,,43,50,50,,,0,0
451398,27,27,,28,,,,,,,,17,,,5,27,27,27,,28,,,,,,,,17,,,26,26,,,28,28
451404,43,43,,43,,,,,,,,,,25,0,43,43,43,,43,,,,,,,,,,25,44,44,,,0,0
451413,25,100,14,33,0,0,,,,,,,,13,,,,,,,,,,,,,,,,,0,,,,29,
451468,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,100,,63,
451477,74,74,74,77,69,76,84,77,100,83,43,,76,,,,,,,,,,,,,,,,,,72,,78,,84,
451495,56,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,55,,100,,0,
451501,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,
451529,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,
451547,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,0,,,
451556,66,72,63,38,53,69,67,50,100,,25,,,,60,60,60,54,64,80,75,58,,,,,,,,,65,60,,,78,60
451565,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,50,,67,
451574,89,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,79,,100,,97,
451583,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,88,
451626,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,81,,0,
451714,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,60,,83,
451750,23,18,26,30,16,20,50,50,,50,,,44,6,27,36,36,67,25,33,100,,0,0,,0,,,50,9,21,25,33,33,30,50
451857,58,33,62,68,39,78,,,,,,,0,1,,,,,,,,,,,,,,,,,58,,67,,75,
451866,26,32,25,34,23,33,0,0,,0,29,,0,,0,0,67,50,100,,67,,,,,,,,,,25,100,33,,38,0
451918,74,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,68,,100,,83,
451927,65,66,65,65,,0,100,100,100,,67,,,16,55,65,65,66,65,65,,0,100,100,100,,67,,,16,,,,,65,65
452009,66,0,68,59,0,,,,,100,,,100,,,,,,,,,,,,,,,,,,57,,60,,80,
452072,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,86,,83,
452081,42,22,43,52,26,54,67,67,,,49,33,30,1,,,,,,,,,,,,,,,,,40,,63,,42,
452106,63,63,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,0,
452124,52,64,47,53,49,61,83,83,,0,25,,40,,,,,,,,,,,,,,,,,,50,,50,,71,
452373,71,75,70,78,50,,,,,,,,100,,,,,,,,,,,,,,,,,,75,,67,,,
452948,55,50,56,52,71,0,100,100,,,100,,0,,,,,,,,,,,,,,,,,,52,,71,,50,
453163,17,0,50,0,33,0,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,25,0
453215,0,0,0,0,0,,,,,,,,,75,0,0,0,0,0,0,0,,,,,,,,,75,0,0,,,0,0
453756,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,50,,,
453792,78,75,78,67,79,,100,100,,,,,,,,,,,,,,,,,,,,,,,78,,80,,75,
454227,50,50,50,56,0,0,67,67,,,100,,,10,50,50,50,50,50,56,0,0,67,67,,,100,,,10,36,36,60,60,75,75
454236,0,,0,0,,,,,,,,,0,20,0,0,0,,0,0,,,,,,,,,0,20,0,0,0,0,,
454245,67,,67,67,,,,,,,,,,,67,67,67,,67,67,,,,,,,,,,,50,50,100,100,,
454537,88,,88,86,100,,100,100,,,,,,,,,,,,,,,,,,,,,,,75,,100,,100,
454546,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,62,,44,
454555,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,74,,67,
454607,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,71,,82,
454652,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,20,,,
454698,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,100,,100,
454722,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,86,
454759,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,
454768,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,80,,69,
454777,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,100,,100,
454786,38,33,46,37,58,35,33,43,29,75,0,,,19,50,50,50,50,50,50,,50,50,50,,,,,,,37,20,67,100,31,50
454795,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,50,,100,
454801,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,100,,86,
454810,46,42,48,51,44,46,55,65,32,42,22,33,44,0,,,,,,,,,,,,,,,,,46,,53,,44,
454865,56,100,54,78,30,60,100,100,,,,,,,,,,,,,,,,,,,,,,,0,,0,,74,
454874,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,100,
454917,71,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,73,,50,,70,
454926,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,79,
454935,80,100,80,80,,100,,,,,,,,,,,,,,,,,,,,,,,,,91,,100,,72,
454944,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,100,,100,
454953,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,67,,80,
454962,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,75,,80,
454980,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,
454999,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,0,
455008,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,100,,,
455062,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,83,,100,
455080,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,75,,100,
455105,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,100,
455114,27,30,24,29,0,21,29,22,67,17,17,25,31,16,,,,,,,,,,,,,,,,,25,,23,,29,
455141,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,69,,97,
455187,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,0,
455196,34,30,34,32,34,38,50,67,0,33,21,,63,0,,,,,,,,,,,,,,,,,32,,41,,44,
455202,81,83,81,71,83,81,100,100,,,,,,,,,,,,,,,,,,,,,,,100,,100,,74,
455211,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,87,,31,
455220,72,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,78,,100,,0,
455257,71,71,,71,,,,,,,,,,18,0,71,71,71,,71,,,,,,,,,,18,71,71,,,71,71
455275,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,67,,71,
455284,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,100,,79,
455327,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,50,,25,
455336,58,63,30,85,39,71,100,100,,,33,,,3,,,,,,,,,,,,,,,,,66,,80,,39,
455354,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,55,
455381,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,80,,87,
455460,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,100,,33,
455479,47,40,48,52,43,50,,,,,,,40,,,,,,,,,,,,,,,,,,45,,80,,33,
455488,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,75,,0,
455512,37,38,36,29,100,37,46,46,,,25,,75,14,,,,,,,,,,,,,,,,,44,,,,32,
455628,36,54,26,50,33,80,67,100,0,,0,,50,,,,,,,,,,,,,,,,,,35,,100,,56,
455725,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,90,,80,
455734,84,75,86,91,100,82,100,100,,,,,67,,,,,,,,,,,,,,,,,,100,,100,,83,
455761,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,93,,87,
455770,53,60,44,50,100,60,,,,100,,0,100,,32,45,53,60,44,50,100,60,,,,100,,0,100,,71,71,42,42,42,42
455798,77,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,74,,86,,86,
455831,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,72,,97,
455859,81,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,79,,82,,83,
455868,68,63,70,78,43,65,88,88,,80,,100,,,,,,,,,,,,,,,,,,,64,,100,,89,
455877,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,100,
455886,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,
455901,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,75,,100,
455910,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,100,,84,
455929,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,58,
455965,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,94,,83,
455974,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,100,,100,
455983,72,66,75,69,71,83,87,87,,,100,57,,4,,,,,,,,,,,,,,,,,82,,100,,63,
456001,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,86,,0,
456029,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,67,,81,
456038,70,64,71,65,70,70,83,67,100,79,93,,65,,,,,,,,,,,,,,,,,,48,,72,,81,
456065,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,100,,88,
456074,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,75,,100,
456135,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,100,,,
456153,39,46,0,38,33,60,,,,,,,,6,,,,,,,,,,,,,,,,,32,,40,,75,
456205,59,83,46,74,57,61,100,100,,100,50,,22,,,,,,,,,,,,,,,,,,42,,100,,80,
456214,75,74,78,85,70,74,33,33,,,71,,,,,,,,,,,,,,,,,,,,74,,87,,71,
456287,82,100,82,84,63,91,,,,100,67,,77,1,,,,,,,,,,,,,,,,,80,,80,,88,
456454,42,44,39,51,17,44,33,50,27,50,50,,33,,,,,,,,,,,,,,,,,,45,,23,,46,
456481,0,,0,,,0,,,,,,,,,0,0,0,,0,,,0,,,,,,,,,0,0,,,,
456490,8,13,0,,,8,,,,,,,,,0,8,8,13,0,,,8,,,,,,,,,100,100,,,0,0
456506,54,56,53,62,29,74,100,100,,100,36,,50,,,,,,,,,,,,,,,,,,48,,91,,63,
456515,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,75,,33,
456551,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,70,,75,
456579,56,79,31,59,50,58,100,100,,,40,,31,,,,,,,,,,,,,,,,,,24,,50,,91,
456588,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,90,
456597,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,86,
456621,50,50,,50,,,,,,,,,,,50,50,50,50,,50,,,,,,,,,,,,,,,50,50
456825,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,75,,,
456852,46,40,48,61,22,48,75,67,100,0,33,,50,2,,,,,,,,,,,,,,,,,44,,86,,44,
456922,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,80,,90,
456931,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,80,,90,
456959,57,58,57,48,94,69,69,69,,,50,,60,38,53,57,57,58,57,48,94,69,69,69,,,50,,60,38,69,69,47,47,55,55
456968,29,33,29,42,18,57,100,100,,67,33,100,0,1,,,,,,,,,,,,,,,,,26,,,,45,
456977,57,63,48,100,43,58,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,
457031,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,100,,89,
457077,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,65,,67,
457086,94,100,92,0,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,100,,,,67,
457101,41,56,38,46,29,52,43,42,50,0,18,,25,3,,,,,,,,,,,,,,,,,36,,57,,47,
457110,49,50,49,44,67,50,0,0,,,75,50,,,,,,,,,,,,,,,,,,,50,,67,,42,
457129,33,,33,,0,100,,,,,,,,,33,33,33,,33,,0,100,,,,,,,,,33,33,,,,
457192,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,
457208,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,76,,67,
457299,97,100,97,50,89,93,100,100,,,,100,100,,100,100,100,100,100,,,,,,,,,100,,,100,,0,,97,100
457314,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,100,,91,
457323,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,84,,71,
457332,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,80,,100,
457341,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,83,,82,
457378,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,56,
457387,80,85,64,83,67,80,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,94,
457396,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,0,
457402,75,67,100,,75,,,,,,,,,,25,50,50,67,0,,50,,,,,,,,,,0,0,,,100,67
457411,67,68,50,80,60,60,100,100,,,,,0,,,,,,,,,,,,,,,,,,63,,83,,50,
457420,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,75,
457439,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,100,,85,
457448,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,100,,100,
457466,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,100,,100,
457475,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,100,,100,
457484,52,50,56,67,,43,57,50,60,,,100,33,,19,19,43,42,44,67,,29,43,50,40,,,100,33,,0,0,0,0,100,82
457493,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,33,,40,
457536,63,58,64,38,60,71,80,80,,,75,60,33,,,,,,,,,,,,,,,,,,63,,67,,63,
457545,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,100,,82,
457563,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,86,,32,
457572,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,82,,67,
457581,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,100,,97,
457606,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,
457624,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,50,,60,
457633,88,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,91,,71,,,
457642,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,100,,93,
457679,70,100,57,67,,50,100,100,,,,,100,,,,,,,,,,,,,,,,,,60,,,,80,
457749,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,72,
457767,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,0,,34,
457776,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,0,,71,
457785,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,100,,93,
457794,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,94,
457800,97,97,97,91,99,99,98,98,100,95,95,100,95,,,,,,,,,,,,,,,,,,100,,100,,96,
457819,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,67,
457837,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,71,,67,
457855,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,100,,100,
457916,86,,86,100,0,,100,100,,,,,,,,,,,,,,,,,,,,,,,80,,100,,86,
457925,100,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
457943,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,100,,100,
457952,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,63,,88,
457989,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,0,
458007,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,
458034,100,,100,,100,,100,100,,,,,100,,,,,,,,,,,,,,,,,,100,,,,,
458043,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,75,,71,
458061,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,0,
458070,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,100,,78,
458098,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,86,,70,
458104,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,0,
458113,50,20,100,67,0,,100,100,,,,,100,,0,0,33,20,100,50,0,,,,,,,,100,,,,,,50,33
458131,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,
458168,88,80,89,84,100,,,,,,100,,,,,,,,,,,,,,,,,,,,79,,100,,100,
