opeid6,institution_name,state,closure_year,sample_type,broad_sector,level,ever_broad_sectors,overall_level,last_seen_year,last_seen_acts,last_seen_newids,source_note,closure_rule
009737,UPHS Presbyterian Medical Center School of Practical Nursing,PA,2005,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2005,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007605,Academy Pacific Travel College,CA,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023019,Allied Medical and Technical Institute,NJ,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
037223,American Medical Sciences Center,CA,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
001549,Atlanta College of Art,GA,2006,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2006,C,140951,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
037623,Atlanta Medical Institute,GA,2006,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022530,Cannella School of Hair Design,IL,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008544,Career Colleges of Chicago,IL,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
039593,Career Management Institute,CA,2006,Unknown,Unknown,Unknown,,Unknown,2006,Q,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034744,Center of Advanced Therapeutics,CO,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
037183,Centurion Professional Training,NY,2006,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020970,Colegio Tecnico Metropolitano,PR,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022614,College of Art Advertising,OH,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022924,Columbia Beauty Academy,MO,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034513,Columbia Greene Beauty School,NY,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030522,"Court Reporting Institute,Inc",WA,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012608,Du Quoin Beauty College,IL,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
037443,EduTek College,OH,2006,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004886,Electronic Institutes,PA,2006,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2005,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022917,Henry Cogswell College,WA,2006,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025121,Instituto Irma Valentin,PR,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030981,Instituto Irma Valentin - Manati,PR,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025389,International Business College-,TX,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
039053,Levin School of Health Care,FL,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
039694,Medical Institute,CA,2006,Unknown,Unknown,Unknown,,Unknown,2006,P,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006600,Methodist Hospital School of Nursing,TN,2006,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2005,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007090,Methodist Hospital School of Nursing,PA,2006,Unknown,Unknown,Unknown,Nonprofit,2-year,2008,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030673,Metropolitan College,OK,2006,Nonprofit 4-year,Nonprofit,4-year,For-profit; Nonprofit,4-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030812,Metropolitan College,AZ,2006,Nonprofit 4-year,Nonprofit,4-year,For-profit; Nonprofit,4-year,2006,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030813,Metropolitan College,OK,2006,Nonprofit 4-year,Nonprofit,4-year,For-profit; Nonprofit,4-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030993,Metropolitan College,NM,2006,Nonprofit 4-year,Nonprofit,4-year,For-profit; Nonprofit,4-year,2006,A; D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022070,New England School of Radiologic Technology,VT,2006,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033303,Newbridge College - Burbank,CA,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030261,Polytechnic Institute,TX,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
039323,Professional Chef's Institute of the South,LA,2006,Unknown,Unknown,Unknown,,Unknown,2006,P,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009658,Riggs Lemar Beauty College,OH,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031280,Santa Barbara College of Oriental Medicine,CA,2006,For-profit 4-year,For-profit,4-year,For-profit,4-year,2006,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033413,Southwestern Professional Institute,TX,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004825,Taylor Business Institute,NY,2006,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030233,Vatterott College,NE,2006,For-profit 4-year,For-profit,4-year,For-profit,4-year,2006,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
035243,Academy For Five Element Acupuncture,FL,2007,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2008,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023456,Akron Machining Institute,OH,2007,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022049,American Academy of Hair Design,KS,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031384,American College of Medical Technology,CA,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021886,Austin Business College,TX,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034743,Ave Maria College,MI,2007,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023476,Ball Memorial Hospital School of Radiologic Technology,IN,2007,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
035413,Behold! Beauty Academy,TX,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012982,Border Institute of Technology,TX,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025673,Braxton School of Business,VA,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
032083,Brooklyn Institute of Business Technology,NY,2007,Nonprofit 2-year,Nonprofit,2-year,For-profit; Nonprofit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025329,Business Skills Institute,NM,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041178,Career Alternatives Learning Center,MO,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2008,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031059,Careers Unlimited,TX,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033923,Chase College,CA,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025715,City College,OK,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009468,College of Coiffure Art,MT,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
038053,Cortiva Institute-Colorado,CO,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022311,Crown College,WA,2007,For-profit 4-year,For-profit,4-year,For-profit,4-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025725,Davenport Barber Styling College,IA,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009158,Don Bosco Technical Institute,CA,2007,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2006,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009129,Empire Beauty School,MA,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012414,Empire Beauty School,MA,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004462,Gadsden Business College,AL,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023238,Gaither & Company Beauty College,AL,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
037553,Gates College,CA,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021867,Harrison Career Institute,NJ,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2008,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030210,Harrison Career Institute,DE,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,D; M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030852,Harrison Career Institute,PA,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025868,Harrison Career Institute-,NJ,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012665,Harrison Center for Career Education,DC,2007,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2006,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020551,Hawaii Business College,HI,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022231,Heritage Institute,VA,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025946,Howell College of Cosmetology,MI,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008435,Interboro Institute,NY,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020594,International Beauty Academy,CO,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021813,Long Technical College,AZ,2007,For-profit 2-year,For-profit,2-year,For-profit,4-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031154,Lyle's Fresno College of Beauty,CA,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022452,MTI College of Business and Technology,TX,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034153,Medacom College,CA,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034734,Minneapolis School of Massage and Bodywork,MN,2007,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030251,Mr David's School of Cosmetology,MI,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030047,Mundus Institute,AZ,2007,For-profit 2-year,For-profit,2-year,For-profit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010831,New College of California,CA,2007,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2007,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034714,North Central Industrial Technical Education Center,PA,2007,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2007,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
