unitid,institution_name,state,city,first_seen_year,last_seen_year,first_missing_year,academic_year,reappeared_after_gap,act_code,closedat,newid,degree_granting,sector,broad_sector,institutional_level,tracker_category,highest_degree_offered,instcat,opeid8,headcount_year,student_headcount,exit_group,closure_proxy_note,source_group,source_file,source_note
417345,Augusta Area Dietetic Internship-University Hospital,GA,Augusta,2004,2015,2016,2015-16,yes,C,-2,482149,no,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,4-year or above,Non-degree granting,-2,02202800,2014,12,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
414708,Baker College Center for Graduate Studies,MI,Flint,2004,2015,2016,2015-16,yes,G,-2,168847,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",Other,-2,00467313,2014,8838,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
444167,Baker College of Allen Park,MI,Allen Park,2004,2015,2016,2015-16,yes,G,-2,168847,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00467317,2014,5157,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
404073,Baker College of Auburn Hills,MI,Auburn Hills,2004,2015,2016,2015-16,yes,G,-2,168847,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00467305,2014,4267,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
404648,Baker College of Cadillac,MI,Cadillac,2004,2015,2016,2015-16,yes,G,-2,168847,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00467301,2014,2123,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
404082,Baker College of Clinton Township,MI,Clinton Township,2004,2015,2016,2015-16,yes,G,-2,168847,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00467302,2014,5789,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
414160,Baker College of Jackson,MI,Jackson,2004,2015,2016,2015-16,yes,G,-2,168847,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00467309,2014,2918,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
171298,Baker College of Muskegon,MI,Muskegon,2004,2015,2016,2015-16,yes,G,-2,168847,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00467303,2014,4874,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
168838,Baker College of Owosso,MI,Owosso,2004,2015,2016,2015-16,yes,G,-2,168847,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00467304,2014,3593,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
381617,Baker College of Port Huron,MI,Port Huron,2004,2015,2016,2015-16,yes,G,-2,168847,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00467306,2014,1329,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
148724,Bexley Hall Seabury Western Theological Seminary Federation,IL,Chicago,2004,2015,2016,2015-16,yes,C,-2,443702,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00175400,2014,60,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
487056,Bexley Seabury Seminary Federation,OH,Columbus,2015,2015,2016,2015-16,no,G,-2,443702,no,Sector unknown,,,,,-2,03747303,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
487339,Bridges Beauty College -,CA,Rancho Cucamonga,2015,2015,2016,2015-16,no,G,-2,125082,no,Sector unknown,,,,,-2,02128202,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
487612,Bryan University - Tempe,AZ,Tempe,2015,2015,2016,2015-16,no,G,-2,110219,no,Sector unknown,,,,,-2,00716401,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
130891,Delaware Technical Community College-Owens,DE,Georgetown,2004,2015,2016,2015-16,yes,G,-2,130907,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,01172702,2014,5653,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
130916,Delaware Technical Community College-Stanton/Wilmington,DE,Wilmington,2004,2015,2016,2015-16,yes,G,-2,130907,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,01172703,2014,9681,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
487542,Denver Seminary - Washington DC,MD,Landover,2015,2015,2016,2015-16,no,G,-2,126979,no,Sector unknown,,,,,-2,00135201,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
487117,East Georgia State College-Augusta,GA,Augusta,2015,2015,2016,2015-16,no,G,-2,139621,no,Sector unknown,,,,,-2,01099702,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
487108,East Georgia State College-Statesboro,GA,Statesboro,2015,2015,2016,2015-16,no,G,-2,139621,no,Sector unknown,,,,,-2,01099701,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
220136,Emmanuel Christian Seminary,TN,Johnson City,2004,2015,2016,2015-16,yes,C,-2,486901,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00351105,2014,136,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
467340,Fortis College-Akron,OH,Akron,2011,2015,2016,2015-16,no,C,-2,487302,no,"Private for-profit, less than 2 years",Private for-profit,Less than 2 years,Less than 2 years,Non-degree granting,-2,00941203,2014,227,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
204307,Fortis College-Cuyahoga Falls,OH,Cuyahoga Falls,2004,2015,2016,2015-16,yes,C,-2,487302,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00941200,2014,636,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
203076,Hebrew Union College-Jewish Institute of Religion-Cincinnati,OH,Cincinnati,2004,2015,2016,2015-16,yes,G,-2,203067,no,Sector unknown,,,,,-2,00405401,2010,127,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
203049,Hebrew Union College-Jewish Institute of Religion-Los Angeles,CA,Los Angeles,2004,2015,2016,2015-16,yes,G,-2,203067,no,Sector unknown,,,,,-2,00405402,2010,95,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
161165,Husson University,ME,Bangor,2004,2015,2016,2015-16,yes,C,-2,487524,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00204300,2014,3416,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
487700,Keiser University - Clearwater,FL,Clearwater,2015,2015,2016,2015-16,no,G,-2,135081,no,Sector unknown,,,,,-2,02151920,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
487719,Keiser University - NPR,FL,New Port Richey,2015,2015,2016,2015-16,no,G,-2,135081,no,Sector unknown,,,,,-2,02151921,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
487728,Keiser University - Residential,FL,West Palm Beach,2015,2015,2016,2015-16,no,G,-2,135081,no,Sector unknown,,,,,-2,02151922,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
140164,Kennesaw State University,GA,Kennesaw,2004,2015,2016,2015-16,yes,C,-2,486840,yes,"Public, 4-year or above",Public,4-year or above,"Degree-granting, primarily baccalaureate or above",Other,-2,00157700,2014,29558,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
486974,Kettering College-Ollie Davis Medical Arts and Education Center,OH,Beavercreek,2015,2015,2016,2015-16,no,G,-2,203544,no,Sector unknown,,,,,-2,00703502,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
487579,Life Pacific College-Virginia Extension Site: Christianburg,VA,Christianburg,2015,2015,2016,2015-16,no,G,-2,117104,no,Sector unknown,,,,,-2,02270602,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2015.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
