snapshot_date,snapshot_label,hcm_level,opeid,unitid,institution_name,city,state,country,sector,institution_type_desc,reason_on_description,in_finance_tracker
2025-12-01,December 2025,HCM1,03067400,417105,Baldwin Park Adult School,Baldwin Park,CA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04223700,483878,Bay Area Medical Academy,San Francisco,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03266300,110060,Bethesda University,Anaheim,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,02128200,125082,Bridges Beauty College,Victorville,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04294500,498748,CalCopa Massage School,Huntington Beach,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00998900,433420,California Aeronautical University,Bakersfield,CA,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,04237800,486497,California Barber & Beauty College,San Diego,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,02332800,111717,Center for Employment Training,San Jose,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04180000,461829,Cinta Aveda Institute,San Francisco,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04253600,488387,Claremont Lincoln University,Claremont,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,02110200,112570,Columbia College Hollywood,Los Angeles,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,04175400,461607,Elite Cosmetology School,Palm Desert,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03403300,124487,Epic Bible College,Sacramento,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,04159600,461254,Galaxy Medical College,North Hollywood,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04274800,111045,Haven University,Garden Grove,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00125200,120537,Hope International University,Fullerton,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,04001300,447731,Los Angeles College of Aesthetics,Los Angeles,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03868400,446385,Los Angeles College of Music,Pasadena,CA,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,03124500,400558,Los Angeles Pacific College,Los Angeles,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03098700,442657,Milan Institute,Palm Desert,CA,United States,Private for-profit,Proprietary,Outstanding Liability and/or Offset Owed,No
2025-12-01,December 2025,HCM1,02497300,112288,Milan Institute,Visalia,CA,United States,Private for-profit,Proprietary,Outstanding Liability and/or Offset Owed,No
2025-12-01,December 2025,HCM1,02161800,119270,Musicians Institute,Hollywood,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04118800,461148,New York Film Academy,Burbank,CA,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,03813300,444130,Northcentral University,La Jolla,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00117900,120184,Notre Dame de Namur University,Belmont,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,03299300,422695,Pacific College,Costa Mesa,CA,United States,Private for-profit,Proprietary,Payment Method Changed,No
2025-12-01,December 2025,HCM1,03163300,120838,Pacific States University,Los Angeles,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,04272100,491853,Princess Institute of Beauty,Reedley,CA,United States,Private for-profit,Proprietary,Adverse Action Taken by Accreditor/State Agency,No
2025-12-01,December 2025,HCM1,04153900,455770,Providence Christian College,Pasadena,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,01203100,112084,San Diego Christian College,Santee,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,02267600,110778,Sofia University,Palo Alto,CA,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,02597300,123633,South Baylo University,Anaheim,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04181200,461856,Southern California Health Institute (SOCHI),North Hollywood,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,02596400,413680,Spartan College of Aeronautics and Technology,Inglewood,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00408000,123916,Starr King School for the Ministry,Oakland,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03759300,444529,Stellar Career College,Modesto,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04169700,459204,Unitek College,Fremont,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04195400,479424,Unitek College,Hayward,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03995300,447801,University of East-West Medicine,Sunnyvale,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03171300,367954,University of St. Augustine for Health Sciences,San Marcos,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00128100,122728,William Jessup University,Rocklin,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,03868300,401223,World Mission University,Los Angeles,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,04093300,449454,Academy of Natural Therapy,Greeley,CO,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04148300,454856,Denver College of Nursing,Denver,CO,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,03006300,372329,IBMC College,Fort Collins,CO,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00135400,127273,Iliff School of Theology,Denver,CO,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02117500,127653,Naropa University,Boulder,CO,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,04218900,480790,Rocky Vista University,Parker,CO,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00729700,126605,Spartan College of Aeronautics and Technology,Broomfield,CO,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03409600,439473,Bennett Career Institute,Washington,DC,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,02132800,131830,National Conservatory of Dramatic Arts,Washington,DC,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03218300,384412,University of the Potomac,Washington,DC,United States,Private for-profit,Proprietary,Audit - Severe Findings,Yes
2025-12-01,December 2025,HCM1,00146400,131973,Wesley Theological Seminary,Washington,DC,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04133500,451079,Academy for Five Element Acupuncture,Gainesville,FL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04156400,457411,Aviation Institute of Maintenance,Casselberry,FL,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2025-12-01,December 2025,HCM1,03071600,449083,CBT Technology Institute,Miami,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04249400,488226,Center for Neurosomatic Studies,Clearwater,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04296600,498340,Chancellor Institute,Ft. Lauderdale,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03888300,449481,Dragon Rises College of Oriental Medicine,Gainesville,FL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04292300,496681,"Florida Academy of Nursing, The",Miramar,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03627600,441423,Florida Education Institute,Miami,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03856500,457350,Florida School of Traditional Midwifery,Gainesville,FL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03434300,439792,Fortis College,Orange Park,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04251700,488332,Hope College of Arts and Sciences,Pompano Beach,FL,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04276800,492652,KCK Beauty & Barber Academy,Jacksonville,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04242000,485485,Latin Beauty Academy,Greenacres,FL,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04285500,495183,Mariano Moreno Culinary Institute,Miami,FL,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04220200,483470,More Tech Institute,Hialeah,FL,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04258500,493488,Premiere International College,Fort Myers,FL,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02511700,136765,Ridge Technical College,Winter Haven,FL,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00807500,137272,St. John Vianney College Seminary,Miami,FL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,02508900,137777,Talmudic College of Florida,Miami Beach,FL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,04288100,495235,Total Beauty Institute,Jacksonville,FL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00560800,135522,Traviss Technical College,Lakeland,FL,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,03028200,137962,Trinity College of Florida,Trinity,FL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00154000,138293,Webber International University,Babson Park,FL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,03173300,138929,Atlanta Law Center,Atlanta,GA,United States,Private not-for-profit,Private Non-Profit,Other - CIO Problems (Eligibility),No
2025-12-01,December 2025,HCM1,03523300,440059,Aviation Institute Of Maintenance,Duluth,GA,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2025-12-01,December 2025,HCM1,00156000,139348,Columbia Theological Seminary,Decatur,GA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04242300,487959,Dalton Institute of Esthetics and Cosmetology,Dalton,GA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00411700,139746,Grady Health System,Atlanta,GA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,03804400,444714,Gwinnett College,Marietta,GA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04260000,491570,Institute of Medical Ultrasound,Atlanta,GA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00156800,140146,Interdenominational Theological Center,Atlanta,GA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,02520000,365091,International School of Skin and Nailcare,Sandy Springs,GA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00158700,140720,Paine College,Augusta,GA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,01303900,139579,South University,Savannah,GA,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,04005300,447050,United States University,Sandy Springs,GA,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,04287100,495208,Webb's Barber School of Arts,Macon,GA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,03438300,,Pacific Islands University,Mangilao,GU,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00184600,152992,Briar Cliff University,Sioux City,IA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,00186400,153533,Iowa Lakes Community College,Estherville,IA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00842400,153782,La' James International College,Fort Dodge,IA,United States,Private for-profit,Proprietary,Provisional Certification,No
2025-12-01,December 2025,HCM1,01300600,153746,La' James International College,Cedar Falls,IA,United States,Private for-profit,Proprietary,Provisional Certification,No
2025-12-01,December 2025,HCM1,02134500,154332,La' James International College,Davenport,IA,United States,Private for-profit,Proprietary,Provisional Certification,No
2025-12-01,December 2025,HCM1,02274100,153764,La' James International College - Des Moines,Johnston,IA,United States,Private for-profit,Proprietary,Provisional Certification,No
2025-12-01,December 2025,HCM1,00794100,154545,Salon Professional Academy (The),Cedar Falls,IA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00189500,154518,Waldorf University,Forest City,IA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,04203500,476869,Austin Kade Academy,Idaho Falls,ID,United States,Private for-profit,Proprietary,Administrative Capability,No
2025-12-01,December 2025,HCM1,03747300,443702,Bexley Seabury Seminary Federation,Chicago,IL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02202600,143473,Cannella School of Hair Design,Villa Park,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,02349500,143491,Cannella School of Hair Design,Chicago,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00638500,454218,Chamberlain University,Addison,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00168200,145275,Garrett - Evangelical Theological Seminary,Evanston,IL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00170000,146339,Judson University,Elgin,IL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00172100,146977,McCormick Theological Seminary,Chicago,IL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00173600,147697,Northern Baptist Theological Seminary,Lisle,IL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,01083600,373216,Pivot Point Academy,Bloomingdale,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,01087900,148292,Richland Community College,Decatur,IL,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00174900,148487,Roosevelt University,Chicago,IL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00166300,148982,Spertus College of Judaica,Chicago,IL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04189600,462053,State Career College,Gurnee,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04224500,482167,Trenz Beauty Academy,Calumet City,IL,United States,Private for-profit,Proprietary,Payment Method Changed,No
2025-12-01,December 2025,HCM1,03176300,438735,Aviation Institute of Maintenance,Indianapolis,IN,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2025-12-01,December 2025,HCM1,00178900,150215,Christian Theological Seminary,Indianapolis,IN,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04258200,491552,Christina and Company Education Center,Lafayette,IN,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04256200,488439,Kenny's Academy of Barbering,Indianapolis,IN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,02140800,151810,Martin University,Indianapolis,IN,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,04121000,451228,MyComputerCareer at Indianapolis,Indianapolis,IN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00182400,152099,Oakland City University,Oakland City,IN,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,04166700,457572,Summit Salon Academy,Anderson,IN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04246600,488129,Textures Institute of Cosmetology,Indianapolis,IN,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00191700,155070,Barclay College,Haviland,KS,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,00190400,154721,Bethany College,Lindsborg,KS,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00190800,154855,Central Christian College of Kansas,McPherson,KS,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00191300,154998,Dodge City Community College,Dodge City,KS,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00191400,155007,Donnelly College,Kansas City,KS,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02168900,155308,Kansas Christian College,Overland Park,KS,United States,Private not-for-profit,Private Non-Profit,Payment Method Changed,Yes
2025-12-01,December 2025,HCM1,00193100,155496,Manhattan Christian College,Manhattan,KS,United States,Private not-for-profit,Private Non-Profit,Financial Statement Late or Missing,Yes
2025-12-01,December 2025,HCM1,02134800,155353,Old Town Barber  College,Wichita,KS,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00193700,155627,Ottawa University,Ottawa,KS,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00250900,179317,Saint Paul School of Theology,Leawood,KS,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00194000,155900,Southwestern College,Winfield,KS,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,04205300,476902,Y's Hair International,Overland Park,KS,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04038300,447935,ATA College,Louisville,KY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,02159100,237127,Appalachian Beauty School,Belfry,KY,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02535600,156417,Clear Creek Baptist Bible College,Pineville,KY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00196400,156745,Georgetown College,Georgetown,KY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00196800,157058,Kentucky State University,Frankfort,KY,United States,Public,Public,Financial Statement Late or Missing,Yes
2025-12-01,December 2025,HCM1,00197100,157207,Lexington Theological Seminary,Lexington,KY,United States,Private not-for-profit,Private Non-Profit,Financial Statement Late or Missing,No
2025-12-01,December 2025,HCM1,04177600,461722,Lindsey Institute of Cosmetology,Bowling Green,KY,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00197400,157298,Louisville Presbyterian Theological Seminary,Louisville,KY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00198800,157863,Union Commonwealth University,Barbourville,KY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,03294300,434821,Blue Cliff College,Metairie,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03480300,439738,Fortis College,Baton Rouge,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04217000,481465,Healthcare Training Institute,Kenner,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04264800,490416,J's Barber College,New Iberia,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04151600,457606,My-Le's Beauty College,Gretna,LA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02337400,164599,Bancroft School of Massage Therapy,Worcester,MA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00216700,164775,Berkshire Community College,Pittsfield,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,03248300,164614,Boston Baptist College,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,02274300,165495,Conway School of Landscape Design,Northampton,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04116900,451255,DiGrigoli School of Cosmetology,West Springfield,MA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00527900,382416,Greater Lowell Regional Vocational Technical School,Tyngsboro,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00466100,166018,Hampshire College,Amherst,MA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00215500,166027,Harvard University,Cambridge,MA,United States,Private not-for-profit,Private Non-Profit,Payment Method Changed,Yes
2025-12-01,December 2025,HCM1,00215400,166054,Hellenic College & Holy Cross Greek Orthodox School of Theology,Brookline,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,00989900,166498,Lowell Academy Hair Styling Institute,Lowell,MA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,02197900,167297,North Bennet Street School,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00217400,167376,Northern Essex Community College,Haverhill,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,03570500,217606,Northpoint Bible College,Haverhill,MA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00221400,167677,Saint John's Seminary,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,03104000,412535,Shawsheen Valley School of Practical Nursing,Billerica,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00632200,165060,Signature Healthcare Brockton Hospital School of Nursing,Brockton,MA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04122000,459408,Tri County Regional Vocational Technical High School,Franklin,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,03130500,429128,Urban College of Boston,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,03493300,373784,All-State Career,Baltimore,MD,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,01031900,163347,Fortis Institute - Towson,Towson,MD,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00207600,162760,Hood College,Frederick,MD,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,02331000,163815,Maryland Beauty Academy of Essex,Baltimore,MD,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04141600,455026,Omega Studios' School of Applied Recording Arts & Sciences,Rockville,MD,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00223500,168546,Albion College,Albion,MI,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00224600,169327,Cleary University,Howell,MI,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,04002400,247162,Ecumenical Theological Seminary,Detroit,MI,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,01321800,170736,M.J. Murphy Beauty College,Mount Pleasant,MI,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04248700,490489,Metro Detroit Barber College,Detroit,MI,United States,Private not-for-profit,Private Non-Profit,Payment Method Changed,No
2025-12-01,December 2025,HCM1,03772300,441070,Saginaw Chippewa Tribal College,Mount Pleasant,MI,United States,Public,Public,Administrative Capability,No
2025-12-01,December 2025,HCM1,04138400,451307,Salon Professional Academy (The),Battle Creek,MI,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00231600,172264,Siena Heights University,Adrian,MI,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,01262700,172477,Thomas M. Cooley Law School,Lansing,MI,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,02060300,169655,Universal Technical Institute,Canton,MI,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04160500,457679,Avalon School of Cosmetology,Worthington,MN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04227800,486284,Bethany Global University,Bloomington,MN,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03096400,413626,Leech Lake Tribal College,Cass Lake,MN,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00983100,174321,Model College of Hair Design,Saint Cloud,MN,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00869400,175014,Rasmussen University,Saint Cloud,MN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00238600,175139,United Theological Seminary of the Twin Cities,St. Paul,MN,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
